score,리뷰내용,작성시간,사용자ID,리뷰추천수
5,굿럭 ! 아주 좋습니다,2023-11-30 09:00:15,장영길,0
5,굿,2024-04-01 08:28:37,서광희,0
5,정보제공 만점. 편리한 데이터 제공.,2024-04-01 10:21:39,김주열,0
5,"차트 봉 갯수 1,000으로 고정 못합니까? 다음 종목으로 넘기면 600으로 바뀌는데요",2024-04-01 10:39:39,하우,2
5,짱!,2024-04-02 23:59:41,원철호,0
5,"정말만족하고 사용하고 있습니다. 다만, 접속시 로딩이 조금 긴것 같습니다ㅠ 그리고 차트주문 메뉴가 생겼으면 좋겠습니다. KB증권과 업비트에 있는 차트를 선을 위치로 매수 매도 할수 있는 메뉴가 생겼으면 좋겠습니다. 자동일지도 같이 들어가면 좋겠습니다. 차트선 주문 + 일지차트 +매수단가 표시되는 메뉴가 생기면 정말 좋을것 같습니다.",2023-12-23 02:10:58,주식일기,74
5,건의사항입니다. 다음 업데이트때때 반영 해주셨으면좋겠습니다. 현재 해외관심목록에서 핸드폰 화면에서 3시방향 하고 9시방향에 클릭해서 목록끼리 바로 넘어갈수 있게 간편클릭이 되어있는데. 그걸 개별종목 차트에서도 목록상에서 차트화면(봉)끼리 넘어갈수있게 버튼 만들어주셨으면 좋겠습니다. 반영 부탁드립니다. 감사합니다.,2023-12-23 07:03:59,합격ᄀᄂᄃ,49
5,"삼성 덱스로 잘쓰고 있다가 3일전 업데이트 이후부터 차트의 글씨들이 전부 커져서 보기가 너무 불편합니다. 설정의 글자 설정, 화면비율로도 변하는게 없습니다. 예전으로 좀 돌려주세요",2023-12-24 15:36:08,서수현 (Suhyun Seo),0
5,ㆍ 안녕하세요,2023-12-29 22:31:49,제주하늘채,0
5,UI도 깔끔하고 너무 좋은데 화면 회전 안되게 고정하는 기능도 부탁드립니다. 가로로 볼때도 있지만 세로로 볼때 폰 살짝 기울일때마다 돌아가서 불편하네요.,2024-01-31 13:15:02,김건희,0
5,저같은 초보자에게 아주 좋아요 ㅋㅋ,2024-02-04 05:12:42,김영국,0
5,굿,2024-02-04 13:19:09,우동원,0
5,갤럭시 폴드 3 씁니다. 이젠 글씨도 크고 괜찮아졌어요. 만족합니다.,2024-01-30 09:11:58,sy j,1
5,"4등분선이나 피보나치 조정대에서, 우측으로 확장기능좀 넣어주세요.",2024-01-28 12:40:17,jeung hwan park,0
5,관심종목 리스트 화면에 webull처럼 그래프 되게 해주세요.,2024-02-08 01:13:50,seonguk lee,0
5,쓸만하네요,2024-01-27 15:17:45,LEICA,0
5,pc 수식이랑 연동되어 좋아요,2024-02-08 09:40:41,한대엽,0
5,좋긴 한데 매수 했던 타이밍이 차트에 표시되면 더 편할것 같아요.,2024-02-09 02:16:41,송연실,0
5,자꾸 껏다켜도 지원하지 않는 종목입니다가 뜨면서 안돼요 답변대로 했더니 됐습니다 빠른 답변 감사합니다,2024-01-24 04:42:33,사쿠라,0
5,넘 편리하고 조으네요~~,2024-05-04 09:34:14,마스터뻐디(마스터뻐디),0
5,현재와 앞으로가 기대됩니다!,2024-01-13 10:53:21,이민혁,0
5,건의사항입니다 종목메모한 종목을 최신순으로 모아서 볼수있는 기능 추가 부탁드립니다,2024-02-15 23:30:46,김민정,0
5,차트 추세선 긋고 메모도 할수있도록 해주세요. 제발 부탁드립니다. 감사합니다.,2024-01-09 17:36:11,남자의삶,0
5,좋습니다,2024-01-09 15:04:10,호호영감,0
5,많이 개선되어 쓰기 편하고 좋습니다 계속 서비스가 좋아지면 좋겠습니다 아쉬운 점은 일본 주식 구매가 가능해 졌으면 합니다.,2024-02-21 08:11:37,Wake up Park,1
5,스마트폰사용경험있음,2024-01-01 11:54:04,김광옥,0
5,여러앱 중 단연최고!,2023-12-31 08:23:26,문창록,0
5,누적 등락률 조회서비스는 업뎃 안될까요??,2023-12-31 08:08:20,등가교환,0
5,정말 괜찮아요,2023-11-14 00:16:27,장현용,0
5,다운로드를 통해 사용을 했지만 업데이트를 해야사용이가능해서 글자를 크게 설정해도 작습니다. 이러면 태블릿으로 보는 의미가 없어져서 다시 업데이트 부탁드립니다!!,2024-02-01 06:15:54,Google 사용자,0
5,캐끗한화면을,2023-11-09 10:18:32,안치선,0
5,ㅑㅂᆢㄴㆍ거비빕,2023-11-01 07:16:36,박기태,0
5,PC처럼 신호검색이 숫자로 표시되게 할순 없나요? 그 기능 정말 편리하던데~,2024-04-30 09:05:43,박승철,0
5,싸고 친절함,2023-10-04 00:21:23,걸동신,0
5,잘 되다가 어플 실행시 스크립트 에러 리포트 라고 뜨면서 계속 처음 자유의여신상? 화면이 반복됩니다. 로딩이 다 되몀 스크립트 에러 리포트라고 자꾸 떠요... 실행이 안됩니다 ㅠ,2023-10-12 10:12:40,강남구개포로,0
5,모의투자도 체결 알람 받을수있게 기능개선 부탁드립니다,2024-04-22 23:18:54,주술사,0
5,굳!!!!!,2024-04-19 06:14:41,박선규,0
5,사용자 수식을 해외 선물과 주식 모두 사용 할수 있게 해주세요 영웅문 만큼 좋은 mts는 없습니다 조금만 신경써주세요 고맙습니다 키움증권,2024-04-19 05:39:39,ji won kang,0
5,스크립트 에러가 발생해서 접속이 안되고 있습니다. 조치 방법이 있나요?,2023-10-12 21:25:01,비저너리,0
5,혹시 태블릿으로 설치해서 차트 보조지표나 추세선 등 작성하면 핸드폰에도 그대로 적용이 되나요?? 연동이 되는지 궁금합니다,2024-04-16 07:32:52,신도운,0
5,오랜기간 잘 사용중,2023-10-18 05:44:24,조윤성,0
5,최고의 mts,2024-05-02 23:42:39,st flux,0
5,간단명료,2023-10-28 19:16:33,김정태 (김정태),0
5,감사합니다.,2023-09-27 07:41:23,박형의,0
5,"새로운 버전 아주 잘 사용하고있습니다, 다만 해외주식 애프터마켓의 경우 본장마감가격과 애프터마켓 가격을 구별할 수 있는 기능이 있었으면 합니다",2023-10-04 06:15:23,c jyo,0
5,호가 주문창에서 주문확인을 설정하면 너무 느리고 주문확인창 없이 하면 실수가 잦습니다. 실수도 적고 속도도 빠른 더블클릭 설정도 고려해봐주시길 부탁드립니다. 실제 hts 설정에서 상당히 많은 트레이더가 사용하고 있습니다,2024-04-05 17:08:22,총총,13
5,👍,2024-04-07 03:15:53,정한,0
5,"위젯 아주 편합니다 저는 미국주식하는데 티커명이 나왔으면 좋겠습니다 etf 풀네임은 아무도 거들떠보지 않는데 풀네임을 보여주고, 티커명이 가려져있으니 한눈에 안들어와서 불편합니다",2024-04-05 09:23:43,선견지명,0
5,좋아요,2024-04-05 13:12:31,백야,0
5,기부미머니,2024-04-04 14:29:34,최상민,0
4,지문인식이든뭐로든 한번 인증하연 되지 영웅문 계속 켜둘수도없고 왜 주문할때마다 비번을 또 넣어야 하나요..,2024-02-26 05:15:12,익룡 (익룡),0
4,좋아요. kb 삼성 키움쓰는데 제일 좋아요. 근데 가끔씩 간편인증이 날아가 버려요. 다시 등록해야 함.,2024-02-24 00:18:51,일당백만,0
4,만족합니다. 근데 조건검색실시간에 제가 원하는 항목을 설정할 수 있게 해줬으면 좋겠습니다. 예를들어 거래대금이나 메모 등등을 볼수있게 넣고 싶습니다. 그리고 거래대금 순으로 정렬할 수 있게 개선해주셨으면 좋겠습니다.,2023-12-29 00:27:23,이비굿,1
4,"Mts차트글씨가 너무 작아졌어요 지난주까지도 팝업창으로 보던 분할화면으로 보던 차드변화가 없었는데, 지금은 화면이 작아지면 차트 숫자나 날짜가 너무 점처럼 작아져서 작게볼수가없어요ㅡㅡ 이제됐어요~ 개선됐는데, 다시작아졌어요;;;;;ㅠㅠ",2024-01-08 01:52:03,마시은,1
4,HTS처럼 차트에 특수기호 화살표등 표시할수 있는 기능 있으면 좀 더 편하게 알아 볼수 있을거 같습니다.,2023-11-28 09:59:50,불빛,0
4,갤럭시z폴드5 사용자 입니다. 옆에 자동으로 뜨는 실시간 뉴스창이 상당히 거슬려서 없애고 싶은데 어떻게 없애나요?,2023-10-15 01:40:09,대변똥마려워여,0
4,실시간조건검색할때 등락률 상위순으로 정렬되는 기능 넣어주세요.,2024-03-10 05:41:40,kim희망,0
4,"신버전 나오고 장점도 많아 잘쓰고 있습니다. 한가지 업데이트가 필요한데요. 차트 봉개수가 60개로 보고 있는데, 신규주는 봉개수가 작아 예로 10개로 차트가 그려지는데, 이후 다른 종목을 볼 경우 기존 세팅값인 60이 아닌 10개로 자동 변경되어 매번 이런 경우마다 수정하고 있습니다. 상당히 번거롭습니다. 수정 요청드립니다",2023-10-06 07:33:27,배문수,38
4,navernavernavernaver,2024-03-14 09:56:59,김석현,0
4,ㅡ.ㅡㅡ.ㅡㅡ드.ㅡㄷㄷ,2023-11-29 03:38:50,77 alo hi,0
4,"관심종목에 메모를 길게 남기는 편이라 발견한 문제입니다. 메모 3번째줄까지만 입력하면 괜찮은데, 4번쨰줄부터는 3번째 줄 끝에 내용이 바로 붙어서 나옵니다. 분명 엔터를 쳐서 다음 줄로 넘겼는데도 그렇게 나오네요. 관심종목에서 내가 보려는 종목을 누르면 나오는 화면에서 그렇고, 한 번 더 눌러서 종목메모가 전체 보일 때는 위의 문제는 없네요. 이 부분 수정 부탁드립니다.",2024-03-18 06:08:51,crom dream,44
4,최근부터 갤럭시 폴드에서 멀티 화면으로 차트를 보면 비율이 길게 늘어지고 숫자나 메뉴 칸 간격 등이 작아져서 보기가 힘듭니다. 멀티 화면에서도 예전처럼 전체 화면과 같은 비율로 차트가 보이도록 수정해주시기 바랍니다. 다른 부분에서는 만족 합니다.,2023-12-27 21:57:38,럭셔리테디,7
4,혹시 미성년자 계좌개설 완료했는데 문자는 언제오는거죠? 그리고 정식 아이디는 미성년자가 만들수 있는거죠?,2024-02-25 07:52:27,비둘기,0
4,개인적으로 이전버전의 영웅문보다 안정성이 떨어집니다 사용하다 잠깐 문자같은거 보고 오면 프리징 현상이 지속적으로 발생하네요.,2023-12-11 03:07:45,작은별빛,1
4,아마도 최종 업뎃 이후 부터인 것 같은데 요즘 한 10분만 대기창으로 넘어가면 다시 활성화 했을시 재로그인 해야하는 불편함이 있습니다. 통화 조금만 하고와도 다시 로그인 해야하니 조금 짜증나네요. 해결해주셨으면 합니다.,2023-10-06 03:54:14,임인철,0
4,"사용하면서 불편한 점 두 가지를 신속히 개선 부탁드립니다. 사소하지만, 매우 불편해요. 1)분봉 차트에 날짜 경계선 두께가 얇아 잘 안보입니다. 날짜 경계선 두께를 1pt, 2pt, 3pt로 변경 할수 있으면 좋겠습니다. 2)차트 가로 보기는 반드시 사용자가 모드 변경 버튼을 터치할 때만 가로보기 모드로 바뀌도록 이전 처럼 되돌려 주시길 부탁드립니다.",2024-02-04 09:33:12,권대희,98
4,미국 주식 매일 자동주문만 들어주세요,2023-09-27 13:16:27,다시마,0
4,관심종목이 언제부터인가 hts에서 제목 및 빈칸 설정해놓은 순서대로 안나오고 관종만 상위에 나열되어있고 빈칸 및 설명란이 아래에 연속적으로 나오는건 왜그럴까요? 저만 그런가요?,2024-01-15 00:46:19,승현임,0
4,원하는 날짜의 분봉차트를 보기 너무 힘듭니다. 드래그해서 화면을 일일히 넘겨서 원하는 날짜에 도달하는 방법밖에 없는데 HTS처럼 검색해서 해당 날짜의 차트를 볼 수 있도록 만들어주세요.,2024-03-24 14:31:00,애써지은이름,0
4,잘모르겠어요,2024-02-10 16:21:35,송무현,0
4,현재 10개밖에 적용안되는 가격지표를 15개까지 좀 늘려주세요!,2024-01-24 12:45:51,이리와하얀구름,0
4,보조지표가 2개 이상이되면 슬라이드로 넘기는걸로 갑자기 바뀌어서 보기가 너무 불편해요 빠른 트레이딩이 힘듭니다... 이전처럼(바로 어제) 보조지표가 차트상 위아래로 배치되게 다시 바꿀수 있는 방법이 있을까요?,2023-10-20 01:27:27,HYUNHO LIM,3
3,HTS에 있는 복수종목주문기능좀 넣어주세요,2024-04-02 15:24:14,유광종,0
3,잔고 확인시 종목별 비중 나타나게 해주세요 이전버전에서는 있었는데 없어 졌네요,2024-01-07 02:32:23,권진욱,0
3,계좌 비번 저장하는 기능이 사라졌네요. 생체 인식으로도 됐었는데 그 기능도 사라 졌구.. 다시 만들어 주세요,2024-02-22 14:36:42,귀마 (귀마),0
3,사용하기가 복잡하고 어려워요,2024-02-22 13:58:40,김진주,0
3,오랜만에 들어갔더니 간편등록 다시 하라해서 하는데 휴대폰번호 인증 누르는 거에서 안넘어가져요. 문자가 안옵니다. 몇번을 했는데도 안되네요..어떻게 해야합니까,2024-04-25 15:09:23,wj ju,0
3,차트화면에서 다음종목으로 바로넘겨서볼수있는버튼이 있었으면합니다(관심종목 순서대로),2024-04-26 06:35:34,성용,0
3,토스하다가 넘어가려고 하는데 너무 복잡하군요. 단순화와 메뉴 재정렬이 선행되어야 할듯 합니다. 쓰다보니 '내맘대로' 기능은 왼 손가락으로 컨트롤할 수 있어 좋네요. 적응이 얼추되어 갑니다.,2023-10-05 22:38:27,체록,13
3,다 좋은데 위젯 4×2도 되게 해주세요 차피 스크롤 하면 되는데 쓸데없이 화면에 너무 많은 면적을 차지해서 이용이 불편해요ㅠㅠ,2024-01-11 18:32:55,정영재,0
3,요즘 오류가 너무 많이 나요 앱이 멈추는 프리징 현상이 하루에도 몇번씩이네요 ㅜㅜ,2024-01-23 06:39:21,ek y,0
3,사용중인 통신망이 불안정하여 재접속한다며 접속자체가 계속 안됩니다 어찌 해결해야지요?,2024-01-23 01:15:47,Google 사용자,0
3,사용자지표 지표겹치기는 mts에서는 불가능한가요? hts에서는 겹치기가 가능한데 mts는 못찾겠네요 기능 추가 꼭 부탁드립니다,2024-02-17 01:36:30,주원아빠,0
3,메뉴가 너무 쓸데없이 많아서 가독성이 쓰레기입니다,2023-10-11 04:55:16,HR,1
3,"갤럭시탭8 울트라 사용중입니다 관심종목이나 호가창에서 상승 종목, 하락 종목의 글자색이. 빨강 또는 파랑이 아니라 모두 검정색으로 표시 됩니다. 설정방법 좀 알려주세요",2024-01-19 23:10:39,정동하,0
3,너무자주악성앱에 감염되는 일이있어서,2024-02-16 04:32:41,박미숙,0
3,호가 주문 구버전 처럼 해주세요 누르기 너무 안좋아요,2023-10-12 12:07:29,FLY BS,0
3,관종 위젯이 너무 큼,2024-02-15 15:47:16,SJ L,0
3,거래량(매수/매도)오류. 갑자기 매도거래량이 표시되지 않아요 거래량 봉이 빨간색파란색으로 표시되어야 하는데 빨간색만 나와요.,2024-01-11 13:01:23,Archi kwak,0
3,"해외주식 티커와 주식명칭에 일부 오류가 있습니다. 오류 수정을 요청드립니다. 예를들어 K(켈로그 => 켈라노바), EQWL(Invesco Russell Top 200 Equal Weighted => Invesco S&P 100 Equal Weight) 등이 대표적인 오류 사례입니다.",2024-01-08 22:14:40,jaebeom cho,0
3,인식못하는 범용인증서가 많음,2023-11-01 12:08:24,강승오,1
3,업데이트후 계속 팅겨요.. 실행중 99%가면 화면이 안넘어가고 팅기네요.,2023-10-12 12:36:14,sung kl hong,1
3,갤럭시s23쓰는데 종목뉴스가 클릭이 안되요 저만안되는게 아니라 엄마도안된데요 업데이트 때 반영 좀 해서 개선 좀 해주세요 고객센터에 전화할때는 잠깐되다가 다시 안되요. 뉴스를 못보니 공시를 볼수가없어요,2024-01-29 04:01:42,jy lee,0
3,회원탈퇴 하고싶은데 어떻게 하나요?,2024-04-08 06:01:41,ye울,0
3,외화rp매매를 유저 친화적으로 좀 해주세요! 최소한 예약 매매라도 ㅜ 무슨 티켓팅 하듯이 새로 고침을 ㅜㅜ,2023-12-04 09:12:40,yh kk,0
3,타 계좌로 돈을 옮기고 싶은데 어디서 확인하나요?,2023-11-03 01:52:17,말랑한찹쌀떡,0
3,왜 업데이트가안되죠,2023-12-04 22:20:40,제주바람,0
3,컴퓨터랑 연동하려고 간편인증 하는데 자꾸 검증오류라고 뜹니다,2024-03-24 12:32:46,장민지,0
3,"차트 수평선이 그어 놓으면 자꾸 움직여서 불편합니다. 고정 기능이 추가 되면 좋겠고요. 일, 분봉 중 하나만 그어도 선이 연동되면 좋겠습니다.",2023-10-24 02:56:36,YM Lim (KKOBUK),1
3,해외주식 거래하려고 옮겨왔는데 차트에 매입평단가 표시가 안되는게 너무 불편하네요. 진짜 기본인건데 꼭 기능 추가 필요합니다.,2024-03-19 15:25:17,Uhng Kim,0
3,며칠전부터 앱에 버그가 있어 앱을 종료한다는 메시지가 뜹니다 어떻게 해결해야 하나요?,2024-03-19 03:31:30,황연수,0
3,여러기능특히 조건검섹 기능 보조지표등이 잘되있어 흥미로와 공부하기쉬워서참좋습니다,2023-10-19 06:41:12,김천중,0
3,갤럭시s23+ 사용자입니다. 매수매도 금액선택할때 호가에 있는 금액을 누르면(예를 들어 9.70달러) 꼭 한 호가 낮게(9.69) 금액이 나옵니다. 업데이트도 했는데 뭐가 오류인걸까요?,2024-03-15 09:13:08,김지혜,0
3,십자선 수평바 우측 가격표시 되게해주세요. 십자선 중심이 손가락 위치로 따라가서 차트보기 불편함 상대적 표시로 수정해주세요. 나의 평균매수가를 차트에 표시해주세요.,2024-04-16 03:36:20,장효천 (울마이티),0
3,현재 출금을 누르면 출금이 안되고 계속 매도대금 담보대출 신청란만 뜨는 오류가 있음. 시급하게 정정요청.,2024-03-13 22:07:30,오창훈,0
3,국내 주식은 차트에서 본인이 언제 어느 정도의 가격에 매수했는지 점선의 형태로 지시해주는데 해외 주식은 그런 기능이 없어 불편합니다. 그와 같은 기능이 해외 주식에서도 추가되었으면 합니다.,2023-12-15 08:35:03,찬웅,0
3,화면에 Script error reported 뜨면서 접속이 계속 안됨니다 원인이 뭘까요?,2023-10-12 22:08:51,조재호,0
3,왜 해외주식에서 소수점 안되나요? 2.0001 이런식으로 거래 하려고하면 1달러 미만만 가능하다고 하고 😑 근데 왜 실제 호가창 거래에는 거래하는 사람도 있고 호가창에는 왜 1.9997 이런식으로 있나요...,2023-12-19 13:09:07,naver google,4
3,앱자체가 불안정함,2024-01-29 01:39:27,Ab 123,0
3,"어디다 질문해야 할지 몰라서... 여기에 문의를 남겨요. 루닛을 소수점으로 조금 보유하고 있는데. 최근 무상증자 관련 어떻게 처리되는지요. 소수점은 그냥 주가만 반토막 나고 끝인지. 다른 분들는 이미 무상증자 신규 주식이 들어왔다고 들었거든요. (아무리 소수점 적은 금액이지만, 조정 주가상으로는 수익권인데, 무상증자 혜택을 못 받아서 반토막이나 손실을 보고 있는건 좀 아파요...) 제가 조금 잘못 알고 있는 부분이 있을 수도 있는데. 아무튼 답변이 가능하면 해 주시고. 아니면 어디에 문의하면 되는지라도 알려 주시면 감사.",2023-11-29 02:49:31,DS K,30
3,회전금지 해놔도 자동으로 회전 되는거 짱남 이거좀 고쳐주세요,2024-03-28 00:38:38,국이,0
3,갤럭시s20폰 모의매매 탭에서 계좌를 변경해도 데이터는 첫번째 계좌의 정보로 인식되고 있네요 계좌를 변경후 홈버튼으로 바탕화면에 나갔다 들어오면 변경되구요,2024-02-29 04:07:11,jm k,0
3,안대호 ㄷㅌㄴ,2024-02-06 21:56:28,태풍강,0
2,hts는 최고이고 홈폐이지 로그인편한데 mts는화면관리가 매우 불편함 개선되면 아마 최고일듯,2023-10-01 11:33:08,텐배거,1
2,ㅂ ㄱㅣㅋㅋ4ㅣㅣㄲ 키4,2023-10-02 05:42:10,김찬섭,0
2,사용자지표 신호수식 사용갯수 늘러주세요~~~~ 신호 크기도 조금 더 컷으면 좋겠습니다!!,2024-01-26 21:54:01,하하하하하,0
2,캐치 잘 하다가 잔고현황을 누르면 시스템 오류로 어플이 꺼집니다.. 이번에 업데이트하고 나서 그런거 같습니다,2023-09-27 00:41:38,수노의 드라이브,0
2,개발자가 좀 써보고 업데이트해주세요 화면 분할이나 작게보기나 가로전환처럼 화면 움직이면 글씨 비율이라해야되나 크기엄청 작아지고 불편함. 오늘한 업데이트 때문에 2분할 화면 못쓰겠음,2024-01-31 04:48:58,j ha,0
2,만족,2023-09-27 14:25:12,양준호,0
2,시간이 지나면 자동 로그아웃이 되나요? 거래하려고하면 로그인에 비번을 매번 다시 써야해서 타이밍다 놓치는데... ㅜ,2024-01-27 19:41:35,바람,0
2,"최근 업데이트 이후 멀티윈도우 사용 시 차트 글자와 캔들 크기가 너무 작아져서 사용하기 불편합니다. HeroS1_133.apk을 수동으로 설치/업데이트하려고 해도 ""패키지가 잘못되어 앱이 설치되지 않았습니다""라고 나옵니다. 수동 설치 방법이 아닌, 공식 업데이트로 해당 문제를 해결해 주시길 부탁드립니다.",2023-12-28 12:41:59,root,8
2,저장된 차트 셋팅값으로 변경후 종목 검색시 기본 차트 셋팅값으로 변경됩니다. 확인후 개선 바립니다.,2024-01-14 11:50:54,V House,0
2,관심종목이 혼자서 복사되더니 이제 4번씩 반복해서보임.. 1~10 1~10 1~10 1~10 이런식으로 누적돼서 중복되는거 삭제하니 전부다 삭제됨^^ 위젯도 똑같음. 보기 너무 불편하다 나만 그런가,2024-01-10 06:38:58,claire K,0
2,"도구중 4등분선이 봉차트에서 로그적용했을때와 아닐때와 가격이 다릅니다. 구MTS나 여타 다른키움HTS는 로그적용 일때 아닐때 기준으로 모든가격이 동일 한데요. 신규 영웅문S#은 로그적용시 설정값이 다른지 가격수치가 다르게 나와 상당히 불편합니다. 지금까지 모든 키움HTS,MTS가 다 동일하게 나왔었는데 이 버전만 다르다면 기존사용자들이 불편하거나 문제가 되지 않을까요? 설정값을 구버전MTS와 동일하게 하여 봉차트에서 로그적용일때와 아닐때 같은 가격표기가 나오게 해주세요. 이도구 하나의 문제 때문에 여전히 구버전을 사용중입니다.",2023-12-29 01:52:02,김진솔,26
2,최근부터 이체 할 때 광고가 터치해야할 위치에 계속 떠서 광고로 넘어감 위치 조정 좀...,2023-11-06 01:04:22,Imagine Kim,2
2,갤럭시폴드폰 z3 사용자입니다. MTS를 화면 분할해서 두개 띄어두고 사용했습니다. 왼쪽에는 호가정도 우측에는 차트를 하지만 업데이트 이후에 차트글씨랑 캔들이 볼수 없을만큼 작아졌네요. 불편합니다.,2023-12-26 04:25:26,쌍둥육아트레이더,4
2,앱 들어갈려니깐 스크립트 에러뜨다가 무한 로딩 됩니다 이거 어떻게 해결하나요,2023-10-12 17:40:58,차영진,0
2,이건 왜 지혼자 자꾸 설정 초기화됨??? ㅡㅡ,2023-12-19 04:52:10,김민호,0
2,이전보다 더 매우 짜증을 유발함. 다양하고 잦은 오류 앱을 왜 개편했는데 오히려 부족한 부분만 더 드러나는지..?,2023-12-14 17:39:29,성종,1
2,전체적으로 모든 화면이 좀 지저분해 보입니다 그런대로 다른건 쓸만한데 종목토론방 토론글은 왜 크게 굵게가 안되나요? 크게 굵게 할수있게 해주세요,2023-12-12 10:31:48,황현,12
2,업데이트 하라고 해서 하고 있는데 왜 다운로드가 안됨,2023-12-05 00:26:14,손남성,1
2,각종목에서 관련주 표시를해주면좋을것같아요 다르곳과 같이사용중인데 처음보는회사이름에도 관련주표시해주면 어떤관련된 기업이구나알수있게 해주면 도움이많이될것같네요,2023-10-31 12:30:53,빡이,0
2,별루임,2023-12-04 17:40:41,이은새,1
2,S21을 사용하는데 강제종료되어서 볼때마다 시작하면 뜨네요 그리고 위젯은 색상을 넣어서 그런지 한눈에 보기가 힘드네요 그리고 위젯을 한개 더 만들어 다른 관심종목그룹을 지정하면 기존에 위젯도 같은걸로 바뀌네요 위젯에서 다른그룹을 보게 버튼을 만들어주거나 위젯을 추가해서 두개를 만들면 독립적으로 나오게 해주세요,2023-12-01 01:23:12,이호,14
2,보기에만 이쁘고 지표보는거외엔 구버전이좋아요 신버전은 글씨작고 이체하는방법. 주문정정하는방법너무 불편ㅠ 시간너무걸리고 짜증남. 기냥 타증권사로옮길까고민중,2023-11-17 07:11:02,김하니,2
2,"ㅡ.,ㅅ .ㆍ ㅡ ㅈ, ,,.,.,.ㅈ..ㄷ.., ㅊ,,, ,,,,ㅡ,,,,,,,,,,, ,,,,,ㅡㅡ,ㅈㆍㄴ ,ㅂ,,, , ㄴㅈ , ㅈ .ㅈ 즈, .ㅈ",2024-05-04 10:57:45,chul Ho ryu,0
2,정기 업데이트만 하면 꼭 부팅하는데 에러 남 도대체 왜 멀쩡한걸 건드는지 모르겠음,2023-09-25 15:23:14,홍태준,0
2,차트에 추세선을 그을 일이 많은데 직선추세선 끝 부분이 캔들이 없는 부분에 위치할 경우 새로운 캔들이 생길 때마다 밑도 끝도 없이 밀려나서 나중에 보면 원래 그어 놨던 추세선이랑 전혀 다르게 변합니다(특히 빠르게 새 캔들이 생기는 1분봉이나 틱에서 심함) 이 버그 때문에 추세선을 항상 캔들이 위치한 범위 내에서밖에 못 긋는데 너무 번거롭고 불편합니다.,2024-03-22 05:34:09,NACK TA,52
