date,userName,score,content,helpfulCount
2024-02-01 06:15:54,Google 사용자,5,다운로드를 통해 사용을 했지만 업데이트를 해야사용이가능해서 글자를 크게 설정해도 작습니다. 이러면 태블릿으로 보는 의미가 없어져서 다시 업데이트 부탁드립니다!!,0
2023-04-13 11:53:21,김명옥,5,좋아요 .,0
2023-08-03 02:22:02,주창은,5,🐒(^-^),0
2024-02-15 23:30:46,김민정,5,건의사항입니다 종목메모한 종목을 최신순으로 모아서 볼수있는 기능 추가 부탁드립니다,0
2023-10-12 10:12:40,강남구개포로,5,잘 되다가 어플 실행시 스크립트 에러 리포트 라고 뜨면서 계속 처음 자유의여신상? 화면이 반복됩니다. 로딩이 다 되몀 스크립트 에러 리포트라고 자꾸 떠요... 실행이 안됩니다 ㅠ,0
2023-06-28 03:23:43,윤주억,5,편하고 이용하기 좋아요,0
2023-05-31 01:10:55,김영희,5,잘 사용 하겠읍니다.,0
2023-10-12 21:25:01,비저너리,5,스크립트 에러가 발생해서 접속이 안되고 있습니다. 조치 방법이 있나요?,0
2023-12-15 02:42:00,박정민,5,잘사용 하고 있습니다. 기능 중에 차트에 글씨 넣을수 있으면 좋겠네요 HTS에서 글을 넣어서 잘 사용하는데 MTS는 그 기능이 없어 아쉽네요.,0
2023-05-02 05:15:23,Steve Kang,5,일봉 주봉차트 축소시 전체차트에서 일부만 로드되는데. 이거 업뎃 오류인거같은디. 롤백하든가 오류좀잡아줘요.,0
2023-04-12 06:29:49,김지헌,5,해외주식 거래 일본도 가능하게 부탁드립니다,0
2023-02-16 01:12:13,탄천거사,5,조금은불편하지만 지난번 구버젼에익숙해서인것같습니다.새버젼기능이 월등히 좋네요,0
2023-02-15 22:08:16,김기형,5,좋아요,0
2023-02-01 00:21:06,쪽집게방구석,5,굿,0
2024-02-09 02:16:41,송연실,5,좋긴 한데 매수 했던 타이밍이 차트에 표시되면 더 편할것 같아요.,0
2023-07-31 04:41:01,잘오,5,모바일로도 일본주식 살수있게 해주세요.,0
2024-02-08 09:40:41,한대엽,5,pc 수식이랑 연동되어 좋아요,0
2023-03-08 22:44:48,행구행구,5,깔끔하이 좋구먼 hts렉만 좀 해결해주면 더 좋겠슴다,0
2024-02-08 01:13:50,seonguk lee,5,관심종목 리스트 화면에 webull처럼 그래프 되게 해주세요.,0
2023-03-31 00:15:19,blue choi,5,설정에서 글자크기 조절하니까 구버전과 비슷해졌네요~! 굿굿~ 드뎌 반영된듯.. 감사합니다~^^,3
2023-04-13 02:04:05,안녕안녕,5,안녕하세요 어제 업데이트 뒤 자주 off 된다고 썼어요 집에 가서 삭제하고 다시 설치했습니다 그 뒤 MTS 은 한번도 꺼지지 않습니다 고맙습니다 좋은 하루 보내세요,0
2023-07-30 13:27:02,하영평,5,좋아요,0
2023-10-18 05:44:24,조윤성,5,오랜기간 잘 사용중,0
2023-03-08 15:33:11,sw j,5,전업기간포함 주식20년차입니다. 최고의MTS입니다. 차트설정도 완벽하고 내맘대로편집으로 다양한 기능을 편하게 쓸수 있어서 좋습니다. 이전버전이 너무 안좋아서 타증권사로 쓰다가 이번에 다시 갈아탔습니다. 현재까지 16개사 MTS사용중인데 단연 탑입니다.,0
2024-02-04 13:19:09,우동원,5,굿,0
2024-02-04 05:12:42,김영국,5,저같은 초보자에게 아주 좋아요 ㅋㅋ,0
2023-06-30 12:16:07,Hykey Park,5,Good site,0
2023-07-26 04:31:27,조yiyjoy,5,ㅡ 드 늘 같은 해 ㅣㅡㅢㅣㅣㄴ스ㅡㅡㅈ 감사합니다 사장님 ㄱ,0
2023-04-26 00:24:55,hy c,5,",ㄴㅅㅇㆍ , ,ㅡㄱㅇ, ,,세,, ㅡ.,",0
2023-03-20 10:42:57,배꽃,5,영웅문을 편리하게 사용하고있어요,0
2023-12-23 07:03:59,합격ᄀᄂᄃ,5,건의사항입니다. 다음 업데이트때때 반영 해주셨으면좋겠습니다. 현재 해외관심목록에서 핸드폰 화면에서 3시방향 하고 9시방향에 클릭해서 목록끼리 바로 넘어갈수 있게 간편클릭이 되어있는데. 그걸 개별종목 차트에서도 목록상에서 차트화면(봉)끼리 넘어갈수있게 버튼 만들어주셨으면 좋겠습니다. 반영 부탁드립니다. 감사합니다.,49
2023-04-18 23:03:12,Chris Lee,5,차트 배경색 설정은 안될까요?,0
2023-12-04 08:11:51,이성철,5,편하고좋아요,0
2023-05-26 11:21:08,오수훈,5,너무 좋아용,0
2023-02-09 11:57:38,한성호,5,주식은 키움 젤편하고 좋아요!,0
2023-12-05 05:31:25,김미정,5,앱이 세개나 깔려서 두개 삭제하려니까 다삭제 됐네요! 힘들게 만들었는데~,1
2023-02-09 11:08:26,김유옥,5,사용하기 쉽고 편리해서 잘 사용하고 있습니다,0
2023-02-09 07:02:23,박수빈,5,좋아용,0
2023-03-08 02:33:24,스펀지,5,점점 좋아지는 키움에 바라는 한가지 .폴드폰 쓰고있는제가바라는건 차트와 호가매매창이 붙어서 한번에 볼수 있었으면 합니다 호가창 매매하시는분도 있겠지만 차트보고 예상해서 매매 하는편이라서 동시에 볼수있으면 호율적이게습다,0
2023-05-27 20:44:37,gominseon88,5,이평선에서 이평선들이 너무나 많습니다 ~!!!)))))),0
2023-03-08 02:08:42,조국현,5,굿,0
2023-03-07 07:23:30,강태환,5,좋아요. 디자인 맘에들고... 빨리.익숙해지기 위해.노력 노력,0
2023-12-24 15:36:08,서수현 (Suhyun Seo),5,"삼성 덱스로 잘쓰고 있다가 3일전 업데이트 이후부터 차트의 글씨들이 전부 커져서 보기가 너무 불편합니다. 설정의 글자 설정, 화면비율로도 변하는게 없습니다. 예전으로 좀 돌려주세요",0
2023-12-23 02:10:58,주식일기,5,"정말만족하고 사용하고 있습니다. 다만, 접속시 로딩이 조금 긴것 같습니다ㅠ 그리고 차트주문 메뉴가 생겼으면 좋겠습니다. KB증권과 업비트에 있는 차트를 선을 위치로 매수 매도 할수 있는 메뉴가 생겼으면 좋겠습니다. 자동일지도 같이 들어가면 좋겠습니다. 차트선 주문 + 일지차트 +매수단가 표시되는 메뉴가 생기면 정말 좋을것 같습니다.",74
2023-05-26 04:19:04,치킨남자,5,P⁰i0ĺĺ The,0
2023-07-13 11:11:35,SEONGSU LEE,5,굿,0
2023-03-17 09:43:36,이동용,5,너무 좋아요,0
2023-04-22 21:04:16,sese,5,"모바일.. 글씨 크고, 다크모드 산듯함..이것만으로도 만족하고 잘 쓰고 있습니다. (글씨 크기 최대, 화면비율 최대) 별점수 낮은게 이해가 안되네요",0
2023-03-28 21:52:00,김창일,5,매번 볼때마다 재접속을 해야되네요 다른 방법이라도 있을까요 종일 켜두는 방법요,0
2023-12-12 10:50:40,Bread “밀향기” Sweet,5,안녕하세요. 잘 사용하고 있습니다. 요청사항이 있습니다. 자동감시주문->자동매도->요약 에서요 감시조건이 나왔으면 좋겠습니다.. '감시기준가/매입단가' 는 사실상 필요가 없어서요.(저만 그런지 모르겠지만요) 감사합니다.,3
2023-12-12 15:25:37,뭉옐,5,물타기 기능 추가해주세요 부탁합니다,0
2023-02-08 11:11:18,후드라이언,5,보기 쉽대서 깔았는데 수수료도 낮고 여러 기능들도 많네요 :) 괜히 주식근본이라 불리는게 아닙니다... 전 중1에 돈부자가 된다는 확고한 신념에 시작해 자발적으로 최초로 도서관(주식관련책) 가기도 하네요. 보기도 쉽고 주식책 예시 사진의 대부분이 키움 영운문이라 이해도 편하실거예요.. 주식을 위해 게임같은 의미없는 시간도 돈 벌게 하고 인생을 확 바꿔준 키움증권 영운문.. 진짜 강력추천합니다... 개발자님들 화이팅!!,2
2023-03-28 22:50:08,박도준,5,호가주문창 주문설정에서 가격우선 탭이 없어졌네요. 수량만 고정되니 종목바뀔때마다 가격다시 치느라 힘듭니다. 200만원어치 종목 바뀔때마다 사고싶은데 탭하나만 만들어주세요. 구버젼에서는 가능했어요 호가주문설정창에서 주문가능수량 자동계산에 금액탭도 넣어주세요.일정금액으로 계속 사고싶어요. 마지막금액입력상태유지를 체크해도 종목 바뀌면 금액에 맞는 수량이 자동 입력되지않네요. 수량유지(종목변경시) 탭만 있고 금액유지 탭을 만들어주세요. 구버전은 가능했네요.,1
2023-07-18 22:35:50,Google 사용자,5,편리합니다,0
2023-12-20 05:52:32,young su Na,5,good,0
2023-05-27 01:07:01,이상호,5,종합뉴스가 많은 도움이 됨,0
2023-07-18 06:24:11,박경훈,5,굿,0
2023-12-29 22:31:49,제주하늘채,5,ㆍ 안녕하세요,0
2023-04-18 09:23:25,yun J,5,좋아요,0
2023-12-31 08:08:20,등가교환,5,누적 등락률 조회서비스는 업뎃 안될까요??,0
2023-12-31 08:23:26,문창록,5,여러앱 중 단연최고!,0
2023-05-29 16:59:40,골든크로스마법사,5,영웅문s# 활용법을 알면 편리하고 좋습니다. 아쉽지만 추가되었으면 지표가 2가지 있습니다. 1번째 지표이름 선택 미선택 체크란이 있었음 하네요 모바일 사용시 작은 화면에 지표이름까지 나오니 지저분하게 보이기도하구요 pc에는 있는데 좀 아쉽지만 2번째 정말 필요한 기능입니다 강세약세 설정에 강세와 약세 2가지 선택밖에 못하는게 좀 아쉽네요 아쉽게도 신호나 기타 지표로 대체하긴 합니다만 강세약세 신호에 비하면 만족도가 부족한게 사실입니다. 주식매매시 강세약세 활용으로 매수 매도 눌림 지지 돌파... 기능으로 사용하면 어떠한 지표보다 강력하다고 봅니다. 아무래도 5개 정도 설정 할 수 있다면 키움증권 유저가 많이 늘어날듯한데요 이기능은 나오면 주식매매에 정말 많은 도움이 될거라 보여집니다. 5개 무리라면 3개라도 가능하겠죠 타 증권사에서 지표기능이 먼저 올라오기전에 영웅문s#에서 나와야겠죠 키움 연구진 능력을 믿습니다. 마지막으로 해외선물도 영웅문s#에 포함시켜 주세요 감사합니다.,7
2023-04-25 23:49:45,tu re fu,5,확실히 전버젼보다 좋음,0
2023-11-09 10:18:32,안치선,5,캐끗한화면을,0
2023-11-10 00:44:33,쌈아치,5,답변감사합니다 제가 잘 몰랐네요 ㅠㅠ,0
2023-11-14 00:16:27,장현용,5,정말 괜찮아요,0
2023-03-29 13:46:27,리나,5,구버전보다 스마트합니다.ㅇㅇ,0
2023-02-10 02:44:28,박재완,5,구버전이 신버전보다 낫다는 인간들은 뇌구조를 의심해봐라. 구버전 UI는 인생 역대 최악이었다.,0
2023-03-08 07:54:42,김대곤,5,곧 구버전이 종료된다고 해 설치했습니다. UX/UI는 어쩔 수 없이 적응해야 할 것 같아요. 딱 한가지만 심사숙고해 주시길 바랍니다. 앱 접속 첫화면 색상이 네이비이던데요. '빨강색' 혹은 비슷한 계열의 타입이 없나요? 아침마다 접속할 때 기분이라도 좋게요. 꼭 좀 기획자에게 전달해 주십시오. 꼭이요!,4
2023-05-26 06:34:35,킴스철수 (처얼스우),5,ㆍ러디핮ㄴ 사람 ㄹㅅㄴㄴㅎ 사람 ㄴㅅㆍㄴ,0
2023-02-05 11:52:59,김병주,5,관심종목 대비 등락을 오름차순 내림차순을 기존처럼 퍼센트별로 해주세요 10만원에 천원과 만원에 천원이 같은건 이상하죠 보기힘드네요 기존꺼 우선 쓸께요,0
2023-04-17 16:03:37,sky dark,5,잘만들었어요,0
2023-04-25 10:29:12,k u,5,별 12개 주고 싶군요 너무너무 좋네요 hts보다 더 좋은것 같아요 봉 색 비울수있고 이평선 마음대로 지정할수 있고 차트 기능이 강력해져서 너무 좋네요 전에 타증권사를 이용하다가 중국회사로 넘어가서 찜찜해서 키움으로 옮겼었는데 차트 기능이 너무 빈약해서 실망했었는데 이번 버전은 거의 흡족한 느낌입니다 그런데 사용하다보니 몇몇 설정이 풀리는 경우가 가끔 있어요 봉차트에서 거래량 색상 설정과 매수매도 탭에서 가격 수량 자동 설정이 자동으로 기본값으로 되돌아가서 거래하다가 실수해버렸네요 키움에 문의해도 기본적인 답변만 해주는데 각자 주의하는게 좋을것 같네요,5
2023-02-09 21:50:15,최용설,5,# 아주 좋아요 감사합니다,0
2024-01-13 10:53:21,이민혁,5,현재와 앞으로가 기대됩니다!,0
2023-02-09 17:03:54,최씨아저씨,5,mts 지표에 TEMA 추가해주세요,0
2023-11-30 09:00:15,장영길,5,굿럭 ! 아주 좋습니다,0
2023-04-24 11:58:45,정오김,5,너무너무 좋았어요,0
2024-01-09 17:36:11,남자의삶,5,차트 추세선 긋고 메모도 할수있도록 해주세요. 제발 부탁드립니다. 감사합니다.,0
2024-01-09 15:04:10,호호영감,5,좋습니다,0
2023-12-01 12:10:17,이형진,5,내폰이 문제였습니다 답변감사합니다,0
2023-03-28 12:17:32,HK Ray,5,매우 만족합니다. 특히 hts설정 불러오기는... 어마무시합니다. 감사합니다.,0
2023-02-09 12:25:44,유성남,5,좋아요,0
2023-12-02 11:35:58,SunJin Kim,5,영웅문은 아직까지 평균매입가가 차트에 표시가 안됩니까? 아님 제가 기능을 모르는것일까요? 된다면 방법좀 알려주시고 안된다면 대체 언제쯤 되는지도 알려주세요,0
2023-02-09 11:59:36,pi ddon,5,좋아요~,0
2024-01-01 11:54:04,김광옥,5,스마트폰사용경험있음,0
2023-06-28 01:18:26,Sihyeon,5,디자인만 바뀌면 진짜 좋겠다고 생각했는데 너무 세련되고 좋아요 그리고 해외주식도 글로벌 앱이 아닌 같은 앱에서 거래할 수 있는게 좋네요,0
2023-03-14 10:45:45,아고아부지,5,차트 배경색상 바꿀수있게 고려좀해주세요~~눈이 많이 피로해요~~,0
2023-06-02 07:03:41,SH J,5,수수료 저렴하고 나쁘지 않은 수준임 4년째 잘 이용하는중,0
2023-06-21 05:06:22,kj gold,5,추세선 움직이는거 언제 고쳐지나요? 진짜 너무 불편합니다 . 봉이 닿을때마다 그어놓은거 다 일그러져서 계속 다시 그어야해요 2달전에 문제점 파악하시고 고쳐준다고 하셨잖아요?,1
2023-03-23 19:07:42,박명숙,5,9000999pååååå .ĺ9ååøpåå0 .00⁰0 mmĺĺnnɓ p,0
2024-04-07 03:15:53,정한,5,👍,0
2024-04-05 17:08:22,총총,5,호가 주문창에서 주문확인을 설정하면 너무 느리고 주문확인창 없이 하면 실수가 잦습니다. 실수도 적고 속도도 빠른 더블클릭 설정도 고려해봐주시길 부탁드립니다. 실제 hts 설정에서 상당히 많은 트레이더가 사용하고 있습니다,13
2024-04-05 13:12:31,백야,5,좋아요,0
2024-04-05 09:23:43,선견지명,5,"위젯 아주 편합니다 저는 미국주식하는데 티커명이 나왔으면 좋겠습니다 etf 풀네임은 아무도 거들떠보지 않는데 풀네임을 보여주고, 티커명이 가려져있으니 한눈에 안들어와서 불편합니다",0
2024-04-04 14:29:34,최상민,5,기부미머니,0
2023-08-31 10:19:19,ㅇㄷㄷ3ㄱㄱㄱ,5,앱잘사용하고있습니다 타증권 보다 좋다고생각합니다 혹시 pc에서 지표 겹치기 있는것처럼 모바일도 지표겹치기 기능 추가 해주시면 감사하겠습니다,0
2023-01-29 07:11:39,반판금,5,영웅문 신버전이 출시되어 사용하기 편합니다.,0
2024-04-02 23:59:41,원철호,5,짱!,0
2023-09-02 10:28:38,Google 사용자,5,냐니ㅣㅣㅣㆍㄱㅂ,0
2023-09-04 09:21:06,박미옥,5,아직 사용전이라 잘 모르겠어요,0
2023-03-24 01:03:38,이광복,5,편해요,0
2024-04-01 10:39:39,하우,5,"차트 봉 갯수 1,000으로 고정 못합니까? 다음 종목으로 넘기면 600으로 바뀌는데요",2
2024-04-01 10:21:39,김주열,5,정보제공 만점. 편리한 데이터 제공.,0
2024-04-01 08:28:37,서광희,5,굿,0
2023-06-18 15:43:44,tetuya tamura,5,좋아요,0
2023-09-05 04:24:49,아이젠,5,차트에 매입가 나오게 바꾼거 너무 마음에듭니다 개추,0
2023-02-17 01:57:21,jason,5,저는 만족하면서 잘 쓰고 있었는데요 미국으로 오면서 wifi로는 접속이 잘 되는데 민트모바일로는 접속이 안 되어요 혹시 접속할 방법이 있을까요? 재부팅해도 wifi에서만 되어서요 다른 방법이 있을까요?,0
2023-03-21 00:07:50,Lay Kim,5,기간으로 종목별 매수 매도 집계 기능이 필요 합니다 추가) 종목별 수량 집계가 필요합니다,0
2024-03-26 23:19:47,Kwangho Moon,5,주식을 처음 시작한 증권사라 다른 어플은 불편함,0
2023-01-30 00:42:30,김정훈,5,처음 계좌개설 후 로그인할 때 오류가 좀 있었지만 계좌개설 이벤트가 4만원+해외주식 40$여서 매우 좋은 것 같네요. 일단 계속 써보겠습니다.,0
2023-09-07 03:13:21,yoon슬라,5,사용 하기 편해요,0
2023-03-16 01:22:48,소들이,5,구관이 명관이다. 이 어플은 최악의 어플입니다. 기존에 사용하던 구 버전보다 굉장히 촌스럽고 불편합니다. 일단 글자부터 가독성이 떨어져요. 개발자들이 주식을 한번이라도 해본적이 있나? 싶을 정도로 불편하네요. 구버전은 메뉴가 한 눈에 들어왔었습니다. 신버전은 관심종목 한번보려면 2번정도 클릭해야하네요. 어떤의도로 앱을 새로 바꾸신지는 모르겠으나 처참한 실패입니다. 별점은 5점 드릴게요. 5점을 드려야 제 글을 읽으실거같으니까요. 개발자로써 어떻게 개발해야 이용자들이 편해할지를 생각하면서 개발해보세요. 당장 다른 투자증권 어플깔아서 비교한번씩 해보시구요. 키움증권 구버전이 제일 깔끔해서 이용했던건데 다른 증권으로 갈아타고싶어 미칠지경입니다.,28
2023-03-01 03:10:03,옥길리,5,잘쓰고있었는데 메뉴 순서 변경을 하면 어플이 먹통이 됩니다 폰은 s10 5g이고요 처리가능할까요??,0
2023-09-08 12:02:16,송요한,5,좋아요.,0
2023-03-21 08:49:35,솔나무,5,"일목균형표 넣고 차트 확대,축소 시 화면이 앞으로 당겨지는거 수정 됐네요 발빠른 수정 칭찬합니다! 고생많으셔요",1
2023-08-31 02:19:38,Taewoo Lee (경주패러글라이딩),5,좋습니다,0
2023-08-10 23:56:11,Y B,5,편하고 좋긴합니다 개인적으로 불편한점은 외국인 기관 개인 수급을 보기가 좀 불편해여 종목에 들어가면 바로 근처 버튼이 있으면합니다,0
2023-01-27 02:31:00,코발트블루,5,나스닥 애프터장 거래시간 오전 10시까지로 언제 바꾸실건가요? 1등 증권사 어쩌고 써있는데 앱장거래 시간을 안바꾸는건 이해가 안가네요 nh나무가 10시까지 하는거보면 키움도 할수있다는 소리잖아요. 그리고 앱장시간 되면 자동으로 지정가 거래가 애프터지정가로 거래 되게끔 해주세요. 애프터지정가로 바꾸는거 귀찮아요,0
2023-04-04 11:27:57,크리스탈,5,😀,0
2023-08-18 02:22:02,sangyoun kim,5,"영웅문S 잘 사용하고 있습니다. 그런데 오늘 부터 앱을 실행하면 강제종료가 되어버리더군요. 로딩화면에서 실행준비중입니다 100% 까지 가서 앱이 꺼져버리네요. 업데이트가 있어서 업데이트했는데도 마찬가지에요. 데이터, 캐시 다 삭제해도 계속 꺼지네요. 삭제하고 다시 설치 했는데도 마찬가지 현상입니다.",87
2023-06-06 12:23:01,오재현,5,여기가 주식 망한 사람들 화풀이하는 장소인가요...?,0
2024-05-02 23:42:39,st flux,5,최고의 mts,0
2023-06-09 09:35:43,킹용느,5,관심종목 화면 맨 위에 실시간종목조회순위 안보이게끔 설정할수있도록 부탁드립니다.,0
2023-08-21 06:52:29,Cyper Lee,5,⁹I,0
2023-06-11 23:27:55,최동훈,5,초봉차트도있으면좋을것같습니다,0
2023-08-21 14:19:35,매향신검,5,좋아요,0
2023-08-22 07:35:03,로봇놀이,5,처음에 많이 불편해서 별 한개를 줬었는데 사용하다보니 괜찮네요. 앞으로 좋은 시스템 만드실것을 기대하며 별 5개 드립니다.,6
2024-04-30 09:05:43,박승철,5,PC처럼 신호검색이 숫자로 표시되게 할순 없나요? 그 기능 정말 편리하던데~,0
2023-01-27 01:45:28,Jin Yong Park,5,국내 소수점 예약주문 메뉴 원합니다.,0
2023-08-23 21:52:08,꾸우욱,5,굿...,0
2023-08-30 10:59:00,Sang Gyu Kim,5,좋아요,0
2023-08-24 05:24:01,안하숙,5,Яч,0
2023-03-22 09:21:15,유용광,5,출금실행이 어렵네요,0
2024-04-22 23:18:54,주술사,5,모의투자도 체결 알람 받을수있게 기능개선 부탁드립니다,0
2023-01-27 03:12:49,박옥희,5,최고,0
2024-04-19 06:14:41,박선규,5,굳!!!!!,0
2024-04-19 05:39:39,ji won kang,5,사용자 수식을 해외 선물과 주식 모두 사용 할수 있게 해주세요 영웅문 만큼 좋은 mts는 없습니다 조금만 신경써주세요 고맙습니다 키움증권,0
2023-03-13 09:23:58,감자나라,5,신버전 불편해서 주식 이사갈려고요 ㅠ,0
2023-08-27 10:11:56,1p5f10s 11o,5,앱이 왜 자동으로 꺼지나요???,0
2024-04-16 07:32:52,신도운,5,혹시 태블릿으로 설치해서 차트 보조지표나 추세선 등 작성하면 핸드폰에도 그대로 적용이 되나요?? 연동이 되는지 궁금합니다,0
2023-08-28 23:31:11,이윤수,5,최고입니다,0
2023-08-30 02:09:31,쫑혀기,5,잘사용하고 있습니다 차트에서 지표이름을 없애고 싶은데 그런 기능이 있으면 알려주시고요 또 매수가 라인은 본거 같은데 어디에 있는지 알려주셈,0
2024-03-23 12:21:29,Ryan Kim,5,"글자 폰트 조절 너무 좋아요 인사이트 기능 넘 좋아요😄 근데 글자 폰트 조절해서 잘 보이는 데요 폰트크기 조절한 이전 값을 기억시켜 주세요. 매번 매기사마다 초기화 돼서 다시 크기 조절하는 거 힘드네요^^ 제발~^^ 그리고 뉴스 볼때 우측에서 좌측으로 스와이프해서 다음 기사를 볼 수 있게 기능 넣어 주세요 상단에 작은 페이지 넘기기 표시 누르기 쉽지 않네요 이상 폰트 크기 고정 과 기사 스와이프 넘기기 개선 요청 드립니다^^ 끝으로 지금 사용해보고 느낀것 폰트를 확대하면 제목 부분의 글자도 살짝 커지면서 반응하면 좋을 듯한데요 기사 내용만 커지네용, 연동해서 커지게 개선 부탁해요! 제발요~^^",17
2023-04-21 06:40:48,EUN_U LEE,5,반갑늡니다 어플잘쓰고있습니다 1. 혹시 조건검색실시간에 해당주식 검색되면 알람오게 못하나요? 계속보고있기가 힘들고 알람올때만 보고싶은데요 2. 그리고 간편 조건검색에는 and or ()넣게 해주세요 한번씩 수정하고싶은데 모바일은 없는것같네요 and만되고?,0
2023-09-23 16:17:56,조현우,5,"키움증권 MTS를 잘 사용하고 있습니다. 다른 증권사보다 편의성, 정확성, 신뢰성이 월등하다고 생각합니다. 1가지 요청드리고 싶은 건... 현재 화살표 신호를 6개까지 표현 가능한데 8개까지 늘려주시면 감사드리겠습니다. 수고하십시오.",0
2023-04-09 00:31:28,저녁식사,5,초봉좀 만들어주세요,0
2023-03-24 15:39:27,정수르,5,구버전에서 모든설정 가져오는거하니까 훨씬 좋네요 키움 역시1위네요 👍,0
2023-08-07 08:55:58,최정호,5,pc에서 사용하는 사용자지표도 사용가능하게해주세요!,0
2023-06-26 10:57:02,김승환,5,좋아요,0
2023-05-09 09:53:55,이현수,5,키움앱이너무편합니다,0
2023-09-16 18:01:41,동기(베푸리),5,갤럭시 폴드사용자 입니다 잘 만들었네요 최고최고!!!,0
2023-02-19 14:17:55,이인숙,5,잘 이용하고있어요,0
2023-09-27 07:41:23,박형의,5,감사합니다.,0
2023-08-07 05:24:23,정지헌,5,관심종목 창에서 특별히 유심히 보고 있는 종목들만 추가로 마크 표시할 수 있는 기능과 이러한 종목들만 정렬해 모아 볼수 있었으면 합니다. 일일이 들어가서 종목 분석하고 따로 관심종목 창을 또 만들려니 불편한것 같습니다. 사용자 편의를 위해 개선해 주시길 바랍니다.,0
