score,리뷰내용,작성시간,사용자ID,리뷰추천수
5,등록빠름,2024-04-26 02:48:45,배동석,0
5,편해요,2024-04-05 06:07:46,Mj P,0
5,이용이 간편해서 좋아요,2024-04-22 02:18:50,홍해암 (해암),0
5,감사용,2024-04-22 03:25:33,최희진,0
5,색 다르네요. 사용 편리하고 만족합니다.,2024-03-29 09:59:06,서목(西木),1
5,멋져요,2024-03-29 10:47:40,임웅준,0
5,첨해봐서 잘 몰라요~~,2024-03-29 20:04:18,김영환,0
5,좋아요,2023-12-14 12:34:22,Jungjie Lee,0
5,상세한 설명,2023-12-11 12:58:40,이혜연,0
5,내눈에는 한투가젤보기편하다,2024-03-26 18:18:43,Kunho Lee,0
5,사용이 편하네요,2024-04-25 06:46:02,배정미,0
5,좋아요,2024-04-03 10:16:48,김은애,0
5,적극추천,2024-04-25 04:04:13,김동일,0
5,주식을 공짜로 주시네요~~~ㅎㅎㅎㅎ,2024-04-24 08:50:26,김용훈,0
5,편하고 좋네요,2024-04-03 05:12:23,동글마음,0
5,이벤트 좋아요,2024-04-03 02:13:16,쭈짱,0
5,매우간단하고 쉽네요^^,2023-12-15 03:46:27,신은화,0
5,편리하고 좋아요,2024-04-02 06:59:57,김희수,0
5,별점이 높은 이유가 있네요.,2024-04-23 00:45:35,yksjdhx2 yk_,0
5,권현,2024-04-23 12:02:39,권라파엘라,0
5,최고입니다,2024-04-03 01:11:08,이남규,0
5,감사,2024-04-23 04:45:02,마정민,0
5,편하고좋아요,2023-12-16 21:21:51,오수훈,0
5,괜찮아요,2024-04-23 01:05:28,JengWan An,0
5,최고,2024-04-12 17:42:06,유수현,0
5,좋은것같아요,2023-12-19 12:58:08,고광진,0
5,많은혜택,2024-05-01 23:52:04,이호주,0
5,좋아요,2024-04-21 08:45:58,Yunhwan Choi,0
5,처음 도전 해보네요,2024-03-21 22:48:59,이계운,0
5,오호라....그렇군요..,2024-05-01 05:30:42,정재혁,0
5,대체적으로 만족합니다.,2023-12-10 03:15:48,moon moon,0
5,성공투자 화이팅,2024-04-21 10:04:24,김지섭,0
5,최고입니다^^,2024-04-10 08:15:21,강한남자가 되자,0
5,쉽게 되어 접근이 편했어요,2024-05-02 13:32:44,조예현,0
5,좋아요,2024-04-21 03:33:59,정혜은,0
5,좋아요,2024-03-23 11:46:25,겨울꽃,0
5,편리하게 이용할 수 있어서 좋습니다.,2024-04-21 22:30:41,이정순,0
5,ㄴㅅㄴㅅㄴㅅㄴ8ㄱㄹ2ㆍㅂㆍ고ㄴᆢㄴᆢ2ㆍ2ᆢㄴᆢ25ㄴᆢ2ㆍㄴㆍ2ᆢ22ㄴ2ㄴ5ㄴ5ㄴ5ㄱ1나ㅣㅣㅣ1,2023-12-10 13:36:46,정봉수,0
5,부라보 마이 한투,2024-04-21 22:41:09,채주원,0
5,좋아요,2023-12-12 06:20:44,원종빈,0
5,굿,2024-05-05 01:26:39,Nugu Kim,0
5,매우 편리합니다,2024-04-29 23:26:32,굿챔프,0
5,편리하고 혜택많아서 좋아요,2024-03-25 02:28:03,G- HOON,0
5,홍익인간,2024-04-28 23:08:22,Ec Fn345lv,0
5,참 좋습니다.,2024-04-26 15:42:15,김희삼,0
5,재산증식,2024-04-19 00:44:33,오윤경,0
5,간편해서 좋와요,2024-03-25 10:35:16,임동환,0
4,자산에 계좌순서가 계속 자기 맘대로 바뀌는데 수정좀 해주어요,2023-12-13 06:01:24,조치원놈팽이,0
4,수수료 혜택이 있을때 가입 되어서 일단 좋습니다 챠트는 라인 그었을때 가격이 보이면 좋은데 그런 점이 아쉽네요,2024-02-27 09:13:16,바라 보고 꿈꾸자,0
4,한투도 매달 배당 얼마나 받는지 배당플래너 메뉴 만들어주세요. 그리고 배당입금만 따로 확인할 수 있으면 좋겠구요!,2024-03-08 13:25:01,엘라,4
4,좋은 투자가 되길 바랍니다.,2024-03-08 05:46:11,김도영,0
4,천천히 배우는 중 인데 한눈에 잘 들어와요~,2024-02-20 06:57:33,김기애,0
4,좋아요,2024-04-22 13:41:15,상용이,0
4,"1. 이체 메뉴에서 최근 입금 계좌 편집할수있게 해주세요 (송금했던 이력이 있는 계좌 삭제할수있게) 2. 자산, 이체 메뉴 눌렀을때 처음 뜨게되는 계좌 지정할수있게 해주세요 ※ 감사합니다 과거 불편했던 앱에서 많이 개선되어 편하게 쓰고있습니다",2024-04-16 13:47:41,이재경,0
4,잘사용하겠습니다,2024-02-15 08:33:11,남혹,0
4,편리하고 좋아요,2024-01-05 04:43:56,JT Bin,0
4,제발 다크모드좀 만들어줘여 kb ㄹㅇ 신세대답게 다크모드 만듬,2024-04-21 11:20:08,[불]스원샷,0
4,초보인데 열심히 공부해보려했는데 가입절차가 간단해서 좋아요^^,2024-04-06 17:23:27,이미현,1
4,로그인까지 길지만 그래도 괜찮아,2024-04-09 01:35:46,In Chul Hong,0
4,문의드립니다 관심종목이 갑자기 다 사라졌어요 다시복원 가능할까요?,2024-02-14 11:01:47,우여권,3
4,감사합니다,2024-03-04 22:32:14,서만선,0
4,좋아요,2024-03-02 09:21:24,김정훈,0
4,앱의 배치가 어려워요,2024-01-04 01:29:00,조찬영,0
4,미니스탁은 아기자기하게 예쁘게 만들어 놓고 얘는 왜 이렇게 재미없게 만들어 놨어요? 얘도 이쁘게 만들어줘요. 좀. 진짜 재미없게 보여서 하기싫을 때도 있오요.,2024-03-11 16:07:45,June H,0
4,한주추천받고 매수들이갑니다 감사합니다,2024-01-29 01:34:33,조수연,0
4,이벤트도 하고 좋네요,2024-03-24 01:19:43,강타,0
4,괜찮아요,2024-03-13 04:53:17,황지영,0
4,ㄱㅊ음,2024-01-23 14:24:43,po po,0
4,약간 쓰는데 답답한면이 있네요.,2024-03-26 02:09:43,아니다,1
4,매물대에서 매물 수량이 표기가 되면 좋겠습니다.,2024-03-18 08:45:26,토리와두부,0
4,얼마전부터 종목 현재가 들어갔을때 뉴스메뉴랑 리서치메뉴가 반대로 나오는 듯,2024-03-27 00:45:24,북협곽정,19
4,막 시작해서 잘 모르지만 일단 4개 올려보고 시작합니다.,2024-01-22 03:02:25,뭐라카노,0
4,빠르고 정확한정보..좋아요,2024-03-27 23:42:01,강진환,0
4,등록이 잘 안되는 것인지 간편비밀번호를 두번 등록절차를 진행 ㅠㅠ,2024-02-04 05:23:17,김판수,0
4,처음이라 아직..,2024-03-11 23:38:49,이년재,0
4,처음 앱 설치가 좀 어려워요,2024-03-19 06:13:25,gold 붕어TV TiKTOK,0
4,"한가지, 종목 선택 시 해당 종목 거래내역을 볼 수 있었으면 좋겠습니다..",2024-02-07 01:13:25,Rua Chic,0
4,만족함,2024-03-11 04:12:20,송준선,0
4,채권 금리도 높고 좋은 상품 많아요,2024-01-11 05:20:06,Hong JoonKi,0
4,주식을 무료로 주시니 좋으네요,2024-04-24 03:00:25,김은미,0
4,안전하다고 믿어요.,2024-04-01 05:42:54,이현진,0
4,오늘처음가입했어요^-^,2024-03-20 14:03:57,Anna,0
4,다 좋은데.. cma통장 이자수익 월간 얼마인지 나왔으면 좋겠습니다 kb증권처럼,2023-12-23 04:59:17,정민석,0
4,굿,2024-02-10 07:38:28,Jason Sung,0
4,투자도하고이벤트로주식도받고안할이유가없네 돈벌자,2024-02-10 22:08:46,김정욱,0
4,차트에 매입단가 확인도 잘되고..평소 잘 사용중입니다.,2024-01-24 05:31:35,신미경,2
3,해외 거주중인데 미래는 되는데 한투는 앱이 실행이 안되네요? 저만 그런가요,2024-02-22 18:11:10,천진누가 (천진 누),0
3,주식으로 집사기 도전,2024-01-25 02:03:00,조민우,0
3,처음 계좌개설이 신분증 인증에서 인식을 못해 여러번 반복해서 해야하는 불편함이 있었는데 투자응원을 위한 주식 1주를 선물로 주어 기분좋게 시작합니다.,2024-01-13 09:00:10,최영미,0
3,자산 현황에 오류가 많습니다. 채권 수익도 이상하고 이전에 매도한 주식이 주식 잔고엔 없는데 자산 항목에 남아 있어서 엉터리 숫자가 나옵니다. 확인 부탁드립니다.,2024-01-26 11:21:25,이종렬,0
3,굿,2024-04-22 01:49:01,hj kim,0
3,최근조회 탭에서 등락률로 정렬하고 종목 꾸욱 누르면 고정하는 기능이 있었는데 사라졌습니다. 유용하게 잘 쓰고 있었는데 있는 기능을 왜 뺀건가요?,2024-01-29 01:22:53,나제현,2
3,"업데이트후 거래량대비, 등락률에 따른 정렬이 되지않습니다.",2024-02-01 00:09:03,HH H,1
3,잔고 메뉴에서 수익이나 현재가 실시간으로 반영되게 해주세요. 새로고침을 눌러야만 반영되는게 너무 불편합니다.,2024-04-23 06:18:02,신석훈,0
3,다크모드 어떻게 하나요??,2023-12-11 08:04:20,JH Park,0
3,1. 서버 불안정 시 종목 추가하는 경우 관종 싹 사라지는거 좀 안되게 해주세요. 지난 어플에서는 그런 현상이 없었어요. 장중에 그러면 진짜 폰을 뽀개고 싶습니다. 관종 새로 만드는게 장중에 가능합니까? 2. 이번 업댓이후로 종목 내림차순 고정기능이 안됩니다. 관종을 만드는 이유가 섹터 내 대장 섹터전체 흐름을 보는건데 불펀해졌어요 3. 한줄보기에서 대금 볼 수있도록 해주세요. 이전 버전에서 되는게 안되니 왜이래요. 옆으로 밀어 다른 그룹으로 이동되는거 설정으로 선택하게 해주세요. 여러줄보기에서 볼수있다 하지말구요. 여러줄 보기는 종목 위아래 이동이 안되서 쓰기 힘들어요. 여러줄에서 드래그 앤 드랍으로 종목 이동가능하게라도 해주세요. 어플 그래픽 보기는 좋은나 사용이 편하다곤 말씀 못드리겠네요,2024-02-04 12:29:51,라봉,0
3,좋습니다,2024-01-17 20:46:02,이근옥,0
3,설치하고 로그인 하자마자 평가 해달라고해서 당황 스럽네요 일단 별3개드립니다,2024-02-08 13:24:45,박상명,0
3,검색 기능좀 해결해주세요 미장종목찾는데 나오질않네요,2024-02-09 14:21:17,르르,0
3,직원이 불친절합니다,2024-04-24 12:56:27,김계종,0
3,다크모드 지원 부탁드립니다 밤중에 미국주식할때 괴로워요ㅠㅠ,2024-03-21 12:17:03,PP P,0
3,처음사용하는 앱이라 약간 헷갈리네요,2023-12-31 09:35:29,정금영,0
3,처음 사용하는 증권사앱이 이거뿐이라 잘 모르지만 일단 절세계좌중에 연금저축펀드를 개설했는데도 들어가는 메뉴마다 보유여부가 달라지는 이유가 무엇인가요? 절세계좌 메뉴에는 ISA만 있고 나의 개인연금 메뉴에는 연금저축펀드가 있다고 하니까요. 그리고 월마다 적립식 매수기능은 좋은데 주기적으로 설정한 비율대로 리밸런싱 기능은 없을까요? 아니면 사전에 정해둔 포트폴리오 비율에 부족한 금액의 주식만 매수하게끔 말이죠,2024-01-05 02:49:40,크로스유성(크로스유성),66
3,그냥저냥 쓸만함,2024-03-09 06:38:59,j.h cha,0
3,갤 23쓰고있어요 왜 자꾸 백그라운드 실행이됩니까...????,2024-04-02 12:59:37,챠컬릿,0
3,그냥,2024-01-01 10:35:06,GS Kim,0
3,업데이트이후 창이 열리지가않는데 어떻게된걸까요,2024-03-11 00:46:25,최은진,0
3,1년동안 잘 이용하고 있습니다 근데 지금 무슨 상황인지 모르겠으나 어째서인지 접속이 안되는 오류가 있습니다 앱을 실행하면 한투 로고만 보이고 나가져버립니다,2023-12-30 18:57:40,[JUOUN]주운,0
3,업데이트되고 안되요 ㅠ,2024-03-11 05:37:09,헌혈해라,0
3,자꾸 에러남 ㅜ,2024-03-30 13:35:04,임경형,0
3,관심종목 목록에서 이름 정렬이 안됨. 100개 종목을 전부 올렸다 내렸다... 이전 버전에 있던 기능을 왜 없앤겨?,2023-12-28 05:23:50,Dr bong,0
3,"소수점 매매 왜안돼요 요즘 증권앱중에 소수점 매매 안되는 구린앱은 이거뿐인것 같아요, 소수점을 위해 따로 앱을 설치하고 계좌 연계도 안되고... 기존 앱에 해외주식 소수점 매매, 자동매매 기능 추가바랍니다",2024-03-28 08:49:46,강진,1
3,UX 불편,2023-12-18 01:07:32,김정태,0
3,계좌 순서 지정해 놓으면왜 계속 원래대로 돌아가요? 그거말고는 괜찮은데 가끔 먹통되는거랑,2023-12-19 05:23:01,Sung kyu Cho,1
3,주식1주 추첨이벤트 버튼이 안보이는 현상 있어요,2024-03-14 09:42:17,진미화,0
3,국내주식 1주 받기 추첨페이지에 버튼이 안 보여요 안보이는 곳폰은 lg v40 모델이에요 이곳 저곳 눌러보다가~~ 혜택-> 이미지에서 해외주식 거래신청이번트 $10 지급신청하기 그리고 해외주식거래이벤트 $100지급신청하기 이미지 중간 왼쪽편을 누르니 추첨하기 페이지가 나와서 간신히 참여했어요,2024-03-14 11:43:23,jinseong kim,0
3,혹시 미성년자는 어디 가서 개설해야 하나요. 비대면은 안된다고 되어있네여,2024-03-18 10:08:43,강준식,0
3,앱의 전체적인 디자인은 깔끔하고 좋습니다. 다만 자잘한 버그들이 있어서 사용성이 떨어집니다. 무엇보다도 검색기능 사용시 볼 수 있는 버그들은 하루빨리 최적화를 통해 해결해야할 것입니다.,2023-12-21 10:16:50,Sanghee Lim,8
3,자쳬 분석 기능 추가,2024-01-04 16:23:22,설성환,0
3,"네트워크 상태가 원활하지 않습니다 하면서 앱 접속이 안됩니다 어찌 해야하나오,,?",2024-01-24 08:53:42,천성권,0
3,좋아요,2024-03-01 01:26:50,정정용선,0
3,느려터짐,2023-12-13 02:32:29,SH OH,1
3,"어느순간부터 미국주식 장외거래시, 호가창이 표기가 안나타나고 잇습니다",2024-04-12 00:54:51,Shine Song,0
3,무난함,2024-03-21 02:46:35,Xenekide,0
3,주식으로 돈 벌고 싶어요^^,2024-03-05 09:38:46,한미연,0
3,"hts보다는 뭔가 조금씩 부족하기도 하지만 잘못된 부분이 있어 글 남깁니다. 앱에 ""나의 채권""이라는 메뉴가 있습니다. 그런데 '장내채권'과 '장외채권'의 구분이 되어 있지 않고 모두 장외채권으로 되어 있습니다. 심지어 제가 매수한 채권들은 장내채권인데 현재 장외채권으로 분류되고 표시되어 있습니다. 따라서 ""한투 앱에 나의 채권 메뉴에 장내채권과 장외채권이 구분되도록 수정""되어야 할것 같습니다. 그리고 해당 채권을 찍고 들어가면 보이는 채권 상세내용에 이자지급주기와 이자지급 예상일도 없습니다. 채권은 대부분 이자를 보고 투자하시는 분들이 많은데 그부분이 빠져 있습니다. ""장내채권과 장외채권 구분되도록 수정""하시면서 ""상세내용에 이자지급주기와 이자지급 예상일도 함께 표시되도록 수정""을 부탁드립니다. 마지막으로 고객지원-고객센터-고객의견 및 민원접수 하는 곳에 글 올리면 계속 오류가 나서 이곳에 남기니 해당메뉴에 오류도 수정해주셨으면 합니다. 고맙습니다.",2024-04-09 05:12:12,최승진,8
2,"이전 앱에서 한국투자 앱으로 바뀌면서 해외 투자, 채권 투자 등 기능이 많아진 건 좋지만 쓰다쓰다 도대체 개선이 안되고 있어서 평점 남깁니다. 사용자 입장을 고려하지 않은 게 많이 보입니다. - 잔고와 자산을 분리해 보여주는 이유가 뭔지요. 잔고에는 주식 외에는 보이지가 않고 자산에서는 펀드, 채권 같은 상품의 현재 보유액만 보여주고 이력 등 보기가 불편합니다. - 뭘 검색하면 검색 결과가 유지가 돼야죠. 검색 후 상품이나 주식 정보 하나 보고 다른 상품 비교하려면 다시 처음부터 검색해야 하니 무지 불편합니다. 추가로 상품 비교 같은 기능도 넣어주시면 금상첨화. - 내 자산의 수익률(또는 자산액) 변화를 보여주는 기능 좀 추가해주시면 안될까요. 다른 앱 사용자들이 자신의 투자 상황을 캡처해서 보여주는 경우가 많던데 어느 기간 동안 얼마나 벌었는지(잃었는지) 볼 수 있더라구요. 한국투자는 안되나요.",2024-02-06 13:50:30,Dylan Yi,53
2,한 눈에 가독성이 부족,2024-01-13 12:53:28,김한나,0
2,"호가, 차트 등을 종목별로 번갈아가면서 보고싶을때 여러단계를 거쳐야해서 매우 불편",2023-12-11 00:13:22,블리곰,0
2,"구버전이 트레이더 입장에선 더 편하네요. 정말 화나는건 챠트에 선 열심히 그려놔도 다 날라가요키. 저장 기능이 있지만, 10개 한도에 매번 다시 불러오기 하는것 여간 귀찮은게 아니네여. 이제껏 구버전 쓰다가 이주전부터 신버전 쓰는데 어플때문에 저도 증권사 갈아탈 생각 듭니다. 종목알람도 30개. 제한인데 리스트 확인이 어려워서 삭제가 어렵습니다. 그나마 다행히 구버전과 호환이되서 구버전에서 안쓰는 종목알람도 삭제하고 있네여",2023-12-15 12:36:20,simple,19
2,다소복잡하네요ㅜ,2023-12-15 10:32:56,정쌍용,0
2,연금저축 mmf 환매하고 펀드 바로 매입하려 하는데 버그때문에 화면이 꺼집니다...캐시삭제해도 똑같네요,2024-03-13 01:14:28,h lee,0
2,95%부터 다운로드 완료 안됨 안되는 이유 해결해주세요?,2023-12-19 02:33:17,Seje Kim,1
2,왜 매번 업데이트만 하고 나면 어느 정도기간은 버전오류가 떠서 정보가 제대로 보여지지 않는걸까요??? 버전도 맞고 필요os도 맞고 기기호환도 된다는데 속터지네요.,2024-02-02 01:51:28,이민아,1
2,"폰 바꾸고나서 로긴이 안됩니다..개인정보 계좌번호 다 확인이 되도 마지막에 ""HTS 스마트폰 미약정 계좌는 서비스 신청이 불가능합니다. "" 라고 팝업메세지뜨고 로긴이 막히네요..이게 무슨 일인지..ㅡㅡ;",2024-04-16 05:47:28,DongSeob Oh,0
2,차트 분봉설정이 변경되지않습니다. 몇번을 수정을 하여도 초기분봉으로 차트에 표시됩니다. 에휴,2024-01-19 19:01:23,yeol South,0
2,폴더블 기기에서 차트 볼때 전환이 매끄럽지 않음.,2023-12-20 07:53:37,벌꿀오소리,0
2,잔고에서 해외주식 보고 있다가 다른데 이동했다가 다시 잔고로 돌아오면 보고 있던 해외주식 잔고 창이 계속 국내주식 창으로 바뀝니다. 어제까지는 안그랬는데 갑자기 이렇네요. 매번 볼때마다 국내주식에서 해외주식로 바쿼야하는 번거로움이 발생 합니다. 그리고 주식 종목마다 배당락 일정 같은건 없나요? 키움인가? 그 어플에는 종목 들어가면 배당락일과 지급일 다 알려주는데 추가할 생각은 없으신지?,2024-02-14 14:44:37,이종선,0
