score,리뷰내용,작성시간,사용자ID,리뷰추천수
5,하여튼 최고,2023-10-02 09:22:01,박順宇,0
5,모두 다 마음에 들어요,2023-08-24 10:37:54,전오선,0
5,보기 편하고 깔끔하게 개편되었네요~,2023-06-09 00:28:33,Claire Seo,0
5,굿이네요,2023-07-26 12:05:42,Sura Gold,0
5,다크모드 제공은 없나요?,2023-09-08 05:26:20,김동현,0
5,삼성전자 미래sci 콜라보 가즈아~,2024-02-16 03:36:53,마신임,0
5,감사합니다,2024-02-11 03:53:35,정영숙,0
5,"딘,",2023-06-22 00:27:39,문싸왓디 캅,0
5,꾸준히 개선되는 앱입니다. 1~2년전에 UI/UX 개선을 촉구하는 평가를 남겼는데 2024년 지금은 많이 개선되었네요. 이제는 성능적인 개선만 이뤄지면 더 좋을것 같습니다. 파이팅!,2024-02-17 10:23:27,timothy jeong,39
5,타 증권사 어플보다 훨씬 보기 편하고 유용한 정보들을 획득 할 수 있습니다. 다크 모드만 지원해 주시면 너무 좋겠습니다..,2023-06-27 14:52:01,N CLO (Clonyan),0
5,굳,2023-06-19 23:52:24,JE S,0
5,전에도 사용결과 만족 백%입니다,2023-06-28 03:23:09,See Know,0
5,삼성증권에서 요주음알기쉽게 좋은 서전과문구도많이넣어줘서 증권을모르는 나도알기쉽게들을수잇답니다 좋아요,2024-01-04 08:11:13,최종숙,1
5,가입,2024-02-25 05:00:28,김주윤,0
5,인생에 로또 및 대박 비정상적인 경제적 이익 그 다음은 행복으로 연결 되도록 노력하는게 옳은 선택이라고 하는군요 🇰🇷🇺🇸😎👌👍🙏🩲🍟🥤🍔🚻,2024-02-26 04:11:49,sungho Jun,0
5,Mts good!!,2023-06-19 23:39:13,박동주,0
5,즐겨찾기 메뉴 설정이 해외주식종목 누르면 초기화 됩니다. 나스닥 종목 순위 더보기 누르면 초기화 됩니다. 왜 자꾸 풀리는지 ㅠㅠ /// 등락률 100% 이상부터 숫자가 짤립니다. /// 국내나 해외나 종목순위 창에서 실시간으로 변하는 기술은 아직 구현 못 하는 걸까요.,2024-02-07 16:47:41,우치하사스케,25
5,"삼성증권 위젯 2×1이 '위젯을 로드할 수 없습니다'라는 문구와 함께 작동하지 않고 있습니다. 이번에 처음 위젯을 사용하였고, 어떤 종목도 가능하지 않은 상태입니다.",2023-06-30 05:36:47,이창희,0
5,로그인이 가끔씩 잘안되요,2023-07-29 10:12:00,똘이아리,1
5,Goog,2023-10-07 13:18:51,마정기,0
5,탭이랑 폰이랑 동시에 사용가능한가요???,2023-08-27 13:53:48,H H,0
5,재차 문의드립니다 차트 분할을 하고 종목 동기화를 하고 확인을 눌러도 다른창을 다녀오면 리셋이 됩니다 그래서 분할화면에 다른종목이 뜹니다 이거 오류인가요?,2023-11-02 06:45:46,B비타민,0
5,굿,2023-07-03 08:07:38,치와와,0
5,타사대체가 가능하여 편리성입니다,2024-02-07 02:54:10,윤정현,0
5,"이제는 mPOP이 편리하네요. 추가로 토론에 네이버,다음 연결이외 자체 커뮤니티(토론방)를 개설하면 좋겠네요.",2023-10-06 02:58:17,라온하제,2
5,은우 유 ㅅ .ㅇㅎㅁㅅㅇ ㅇㅎㅇㅅㅇㅁㅎㅆㅇㅈㅇㅎ,2023-06-10 09:02:40,김한기,0
5,깔끔하고 좋아요,2023-06-10 03:15:28,파랑새,0
5,그래도 타사 앱 보단 안정적이어서 좋습니다~!!,2023-10-04 00:19:23,KR디즈니주주,0
5,앱 ui가 보기 편함,2023-06-09 04:46:04,JINSU LEE,0
5,"투자자 입장에서 가장 사용하기 편하고, 유용한 정보도 많으며, 장애도 없는 앱이라고 추천합니다.",2023-06-09 04:42:57,김재상,0
5,켄들보기가좋아요.,2024-02-05 01:56:07,방형진,0
5,사용하기 편해요,2023-06-09 04:13:05,최윤정,0
5,Smart,2023-10-12 01:11:26,SJ Hong,0
5,많은정보가 추가되고 사용성이 편리해졌네요,2023-05-24 08:36:12,Constitution State,1
5,공시 되지 않은 장외채권도 전화 대신 앱으로 매도할 수 있게 해주세요.,2024-01-10 00:30:18,62 kim,1
5,첫 주식투자를 키움으로 시작해서 지금은 3년째 삼성증권에 정착한 이용자입니다. mts에서도 다크모드가 적용되면 눈이 편할듯한데 다크모드를 지원해주셨으면 좋겠습니다.,2023-07-15 11:00:20,pepe,0
5,항상멋진제품을을만든어주세요,2023-05-22 20:51:57,백희정,0
5,재산,2023-09-10 08:58:02,노호룡,0
5,"우선 좋기는 한데.. 갤럭시 폴드 커버화면에서 하단 내비게이션(관심종목, 잔고 있는 곳)이 너무 높이가 낮아서 스와이프가 거의 안됩니다(폰의 앱 전환 제스쳐와 충돌). 그래도 같은 삼성 그룹 제품인데 하단 내비 조정 기능추가나 하다못해 높이 1.5배 프리셋이라도 선택 가능화가 되면 놓겠군요",2023-08-14 21:06:44,John Doe,13
5,자꾸 주기적으로 업데이트하는게 힘들다,2023-11-23 05:23:17,산수국,0
5,주식주문과판단하기쉽개나왓어요참좋아요,2023-09-10 10:35:27,조병헌,0
5,가자고 가자,2023-09-02 14:23:23,채용묵,0
5,좋아요,2023-11-13 06:18:25,seungwan ham,0
5,혹시 종합잔고에서 특정 계좌들 숨기기 기능 같은건 없을까요? 연금계좌까지 종합잔고에 포함되서 나오는데 연금계좌는 보고 싶지 않거든요.,2024-04-23 00:53:23,강민영,0
5,삼성증권 4년정도쓰다가 키움이나 미래써야하나 고민했었는데 최근 hts패치 진짜 좋습니다 유일하게 태블릿 전용어플도 출시하고 여러방면에서 트랜드를 주도하고 편의성개선해주려는게 느껴집니다 삼성증권에 남습니다 hts mts 양쪽 개발자분들 모두감사합니다,2024-04-23 01:11:15,김태윤,0
5,권현,2024-04-23 12:03:57,권라파엘라,0
5,앱 사용이 편리하고 좋아요,2024-05-07 23:21:42,안민환,0
5,거래하던 앱이 있었지만 이번에 갈아탔어요 잘 됐으면 좋겠네요,2023-11-13 23:59:49,Ky K (쀼쁑),0
5,완벽한앱. 더이상 업데이트되면 안될꺼같은 진짜 완벽한 증권앱 (근데 종목명 긴거 글자크기를 대폭축소기능이라도 있어서 한줄로 잘 정리되었으면 하는 작은바램이에요) 두줄로 넘어가면 좋은주식인데 보유하기싫어요. ETF포함 ^^,2023-11-21 07:49:44,Back Vans,8
5,좋아요,2023-05-11 12:32:48,정장수,0
5,오케이,2023-05-17 07:46:04,조해수,0
5,"국회의원 이재명 침입,",2023-09-15 08:00:50,김병기,0
5,위젯 다크모드 좀 만들어주세요. 삼성증권 위젯만 흰색으로 너무 촌스러워요. 그리고 위젯도 크기별로 다양하면 좋을것 같아요 한개 종목(1×1) (2×1) 등등 그러면 바탕화면에 깔고 굳이 어플 실행안하고 위젯으로 시세만 확인도 가능하고,2024-04-30 08:02:35,정준석,1
5,사랑합니다,2023-09-15 08:11:23,개복치,0
5,유익하고 좋은점이 많다,2023-10-25 17:53:37,Choi Sung,0
5,전반적으로 앱 좋습니다~~ 종목 메모장에 내용이 입력 되어있다면 메모장 색상 혹 체크 표시 등을 이용하여 미입력 메모장과 구별할 수 있도록 업데이트 부탁드립니다~,2023-08-16 06:24:28,혜즈,0
5,"여기에 문의드려도 되는건지. 타은행irp에서 삼성증권다이렉트 irp로 이전했습니다. 상품신규매수 메뉴가 있길래, 이걸 통해 irp상품매수 한 상태이고요. 1. 상품신규매수 메뉴를 통해서 추가로 더 상품가입하려는데 매수수량이 없네요.. 관리메뉴에 추가납입(세액공제) 메뉴가 있길래, 요기는 시간대가 정해져 있네요.. 9시부터 이용가능하면, 직장인이라 불편하네요.. 앞으로 계속 납입하려면 추가납입(세액공제) 이 메뉴를 이용하면 되는지..?? 2. irp계좌로 입금하면 바로 상품매수가 안되고, 예수금으로 처리되나요? 요건 불편하네요. 3. irp계좌에 있는 자산이 예수금으로 되어 있길래, 다시 인출하려 했더니 출금고정지 계좌라네요. 사고해제도 안되고.. irp는 원래 출금고정지계좌가 맞는것인지.. 익숙해지면 괜찮을거 같은데, 아직은 뭔가 불편합니다. 위에꺼는 답변 좀 부탁드려요^^",2023-10-16 12:16:03,오영근,51
5,Pc에 저장해논 검색식을 어플에서볼수잇게 추가해주시면 너무너무감사하겟어요~~ 영웅문은잇던데..안되는건아닌듯요..,2023-09-15 08:12:47,조찬숙,3
5,ㄱㄱ4ㄱㆍ4ㅣㅋᆢㄱㆍ걱ㆍ거ㅓㅓㅔㅣㄴ,2023-08-17 02:18:01,이상훈,0
5,로그인이 안돼,2023-11-17 16:13:42,Jj C,1
5,주식을시작하려고앱을깔았는데뭔요구사항이많은지.,2024-01-29 02:58:16,정영찬,0
5,나는 미국에서 거주하는 사람인데 한국을 잠시 방문했을 때 한국증권 구좌를 갖고 싶어서 고속버스 터미널 옆에 있는 삼성증권 지점을 물어물어 찾아갔을때 심희선 조가희 여직원 분들께서 친절하게 잘 도와주셨어 비대면 구좌을 틀수있게 되어습니다 두분께 감사드립니다 아이티 강국인 조국에 오랜만에 갔더니 내가 바보가 되어 있더라구요 . 두 분이 도아 주시지 않았으면 그냥 돌아왔을 겁니다.두분 앞날에 행운이 있길 ......,2023-05-04 18:47:52,Jin Uk Kim,0
5,ㅣ 노해로75길 대놓고 늑니,2023-09-18 18:26:33,다시다,0
5,잘 사용하고 있어요. 다크모드 설정할 수 있는 기능 추가해주시면 좋겠어요. 다른 금융어플들은 다 되던데..,2023-11-16 00:15:25,강지영,1
5,없음.,2024-04-18 06:17:02,오길자,0
5,삼성은 말이필요없어 Z,2023-10-28 03:08:03,오효진,0
5,잘쓰고있습니다. 다만 건의사항이 하나있는데 검토부탁드립니다. 분할차트로볼때 한쪽 차트 터치하면 해당족목 기준으로 호가나 상단 가격이 조회되게해주세요,2023-08-08 00:22:19,김재환,0
5,앱 잘쓰고 있습니다.. 다른 증권사 앱처럼 다음 업데이트에서는 차트에서도 매매내역 볼 수있게 해줬으면 좋을듯 합니다.^^// 매매내역까지 볼수 있게 업데이트 해주셨네요 감사합니다...^^// 혹시 앱 차트에서 Envelope선을 여러개 추가 할수 있는 기능은 업데이트 가능할까요??,2023-10-29 14:59:29,JW L,9
5,가장 맘에 드는 증권 앱이네요!!!,2023-05-18 23:32:33,Nemorino C,0
5,투자초보도 쉽고 편하게 나의자산관리를 확인한수있는것 같습니다,2023-12-10 21:37:38,jchuj4604전춘제,0
5,삼성증권 너무 좋아요 믿음 있는 회사 입니다,2023-12-10 15:39:18,김태환,0
5,"잘 사용하고 있습니다. 쓰면서 추가되엇으면 하는 기능이 있어서 2개 남깁니다. 1. 다크모드 추가기능있었으면 좋겟습니다. 2. 배당캘린더 기능이 있으면 유용할 것 같습니다. (기간별로 지금까지 받은 배당금 조회가능, 배당 공시된 종목은 미리 향후 수령예정금액 등 확인가능)",2024-04-04 13:02:17,JH K,0
5,앱이 한 눈에 들어오고 시각적으로 잘 정리되어 시인성이 좋은 것 같네요. 원하는 메뉴로 찾기 쉽게 되어서 사용하기가 편하게 느껴지네요. 다만 다크모드가 없다는 것이 아쉽네요,2023-05-18 23:09:35,운도사,5
5,챗봇 서비스 편리하네요~,2023-05-18 23:03:15,조규현,0
5,제목 그ㅑㅇ 그태룬차기고차,2023-10-29 11:24:57,청산,0
5,편리한 앱! 앞으로도 기대합니다.,2023-05-18 22:05:33,Wh L,1
5,미래에셋증권 처럼 다크모드 기능 추가 해주셨으면 좋겠습니다 그리고 해외주식 etf배당락 배당정보 기업분석 하나도 안나와있는것들도 다 업데이트 부탁드리겠습니다,2023-09-26 21:46:33,김준서,0
5,"😍ㆍ,",2024-04-09 08:11:15,소성화,0
5,ㅡㅡㄷ 노동자,2023-12-02 03:46:31,윤효섭,0
5,좋아요 근데 익숙해지면 자꾸 바꾸네...,2023-05-18 08:12:43,Sean Park,0
5,증권이처음에요한번해보자고요,2024-01-15 10:40:36,최최경환,0
5,빠르고 안정적인 서비스,2023-05-18 08:04:26,augustinus Lee,5
5,앱이 복잡하지 않고 편합니다. 다크모드가 있었으면 좋겠습니다.,2024-01-18 15:47:37,seoyun Lee,1
5,굿,2023-11-29 08:40:57,이경진,0
5,촤그누열락이뭉연량ㅎ쳐모ㅜ두호ㅛㅜ보어중ㅂ몌요,2023-10-13 03:04:56,정홍순,0
5,아니 이거 왜 계좌 찾는거랑 로그인하려하는데 왤케 연락처로 인증번호가 안오나요??? 확인 좀 해주세요,2023-12-13 09:58:03,휘주,0
5,UI. 개편좀 해주세요 차트 그래프 등등 내 재산 차트 그래프 등등 내 재산 %그래프 한투 업비트 보고 UI개편좀 보기,2023-11-09 16:19:24,바보,0
5,더 새로워진거 같아요. 너무 좋아요~~,2023-05-19 04:11:14,이남룡,1
5,복잡하게 엉킨 듯 해서 삭제 후 다시 깔고 거래 잘 됩니다,2023-05-18 23:40:21,Y2 Kook,0
4,훨씬 인터넷망전환이 안정되었음,2024-02-09 10:05:01,성우진,0
4,조아요,2024-01-06 22:55:19,큰알밤,0
4,다른증권사에 비해 UI가 직관적이고 사용하기 편해요. 다만 자주 렉이 걸린다는게 단점입니다. 증권사앱을 10개넘게 보유중이지만 UI가 편해서 삼성증권을 메인계좌로 씁니다. 어플 반응속도만 개선해주세요,2024-01-10 08:17:33,SEONA LEE,9
4,거래량을 삭제해도 계속보조지표창에 보이네요.불편합니다,2024-01-09 06:07:28,Ready 2 ROCK,1
4,모바일에서 선물 옵션계좌 대용증권지정 화면이 없는데 이기능을 추가하면 좋겠습니다 타증권사에서 삼성증권으로 거래를 다 옮기려고 하는데 이기능이 없어 망설여지네요,2023-06-26 12:09:23,고광준,0
4,추세선 그릴때 오른쪽으로 줄긋는게 딱 당일 캔들부분까지만 그려지는데 개선 좀 해주심 안되나요.. 오른쪽에 공간이 남아도는데 줄이 안그어져요. 아님 다른방법이 있는데 제가 제대로 기능사용을 못하는건지요 방법이 있다면 사용법 좀 알려주세요.,2024-01-11 02:17:58,min,1
4,호가창에 vi 표시되게 해주세요,2023-09-15 13:53:18,CY N,0
4,비밀번호 5회 틀려서 로그인 안되는데 방법 좀 알려주세요 ㅎㅎ,2023-10-30 23:40:50,양연승,0
4,매수매도 타점 표시되는 매매일지 기능 업댓해주세요,2023-07-10 22:59:15,갈마동김,1
4,ㅡㅝ추48ㅑ88ㅑ88ㅑㅑㅑ8ㅑㅑ8ㅑㅑㅑㅑㅑㅑㅜㅡㅕ⁸아 0ㅣㅔㅣㅔ0ㅔ0ㅑ,2023-09-03 00:25:48,이철재,0
4,차트에 매매내역 표시 업데이트 정말 감사합니다. 잘쓸게요. 근데 아쉬운게 최근 몇개타점만 나오고 이전타점은 차트를 쥼인아웃할때만 0.1초 잠깐뜹니다. 아직 최적화가안된 버그같은데 이러면 반쪽짜리 업데이트라고 생각합니다. 수정부탁드려요,2023-07-12 08:16:22,바로이맛 (Go For The Best),3
4,"글씨크기 80% 제일 작게 설정해도 각종 메뉴, 값들의 글씨 크기가 큽니다. 좀 더 글씨 크기를 줄이는 옵션이 있었으면 좋겠습니다.",2024-01-05 08:14:08,이호욱,2
4,"다른 여러 증권사도 사용하지만, 키움과 삼성증권 mts 가장많이 쓰고 있습니다 감사합니다 ^^ 다른 증권앱에 비해 단순하면서 직관적으로 사용할수 있어서 좋은것 같아요 근데 하나 아쉬운게 매수 할때 수량단위가 아니라 금액단위로도 매수 하고 매도 할수 있었으면 좋겠어요 ㅎㅎ 분할 매수하기 너무 불편해요 ㅎㅎ",2023-09-06 15:30:04,힘찬하루,161
4,키움과 미래에셋 처럼 다크모드와 접속 시 뜨는 하단 팝업창을 아무대나 눌러도 꺼지게 되면 좋겠습니다,2023-10-26 11:33:25,최백균,0
4,투자의 적기를 선택,2024-01-19 23:55:14,최용석,0
4,내가쓴 메모검색기능좀 만들어주세요;;,2024-01-19 01:05:04,안현호,0
4,키움증권 장점을 적용해 업데이트 해주시면 좋겠네요 ㅠ,2023-06-25 14:10:34,나현석,0
4,¾464,2023-09-18 05:02:40,마민환,0
4,폰 바꾸면서 재인증하려는데 신분증 촬영 화면이 파랗게만 나오고 아무 동작도 하지 않아요. 빠른답변 감사합니다. 업뎃후 작동하네요.,2024-01-02 04:04:03,도시현,2
4,요즘 최근종목조회 리스트가 너무 초기화되요 아무것도 안만졌는데..,2023-05-19 15:53:20,윤민호,0
4,알림설정종목 30개인데 40~50개로 늘려주세요. 너무 불편해요. 주식예약주문시 수정기능도 추가해주세요 삭제하고 재입력해야되서 매번 불편해요. 첨 앱로긴 시간이 안그래도 긴데 더길어진듯. 이미지빼고 빨리 뜨게 하시면 안되는지,2023-12-28 21:14:59,권.,1
4,ㅇㅋㅋ 이따 ㅋㅋ #,2023-09-29 04:54:19,투자왕 (단타꾼),0
4,외국인이 계좌개설을 하려면 어떻게 해야 하나요,2023-12-24 05:04:03,HuJi Li,0
4,ㅗㅡㅡㅅ8ㆍ ㅊ8 ㅇ ㄱㄴㅅㄴ 성남시 ㄴㅂㅇ8ㅎ 한번 ㅇㅈㆍ5ㅣㅣ,2024-03-28 04:53:07,김동철,0
4,당일 체결 내역은 왜 못 봄?,2024-03-28 13:07:37,주현서,1
4,8시반부터도 704호 ㅕ7654ㄹ5,2023-05-24 08:22:52,happy 522,0
4,주식현재가 창에 위 중간부분 HTS 파워클릭 주문창 처럼 주식수량/수익금액 표시가 필요합니다.보유종목 많은 유저는 매번 주식잔고 클릭하고 일일이 찾아서 수익인지 손실인지 확인하면 매매타이밍 놓칠때가 너무 많아요. 각 주식 평단 외우는것도 한계가 있고..다음 업데이트시 꼭 반영 요청 합니다.,2023-05-22 10:36:36,전홍준,2
4,편리하게 잘 사용하는 중입니다만 문의 사항이 있습니다.'최근사용' 메뉴에 나오는 항목 전체나 일부를 지우고 싶은데 방법을 못 찾겠습니다.설정에서 항목을 삭제하는 방법을 못 찾아 앱을 삭제하고 다시 설치했는데도 '최근사용' 메뉴의 항목이 유지가 됩니다.삭제가 불가능한지요?,2023-05-21 16:00:06,김영규,10
4,"거래 완전 불편한... 거래단가 입력도 하나하나 숫자로 눌러줘야하고.. 다른 주식어플들 좀 보고 개선할 생각없나? 공모주청약할때마다, 불편한.. 답이 왜케 빠르지. 답이 빨라서, 별점 회복함.",2023-11-13 02:51:14,장동광,2
4,대한민국최고니까느ㅡㅡ,2024-03-17 06:35:34,최국영,0
4,다른화면은 안그러는데 주식잔고 화면을 열어둔채로 홈버튼누르고 다른 앱 사용하다가 다시 mpop을 열면 로그아웃이 되어있음. 환장하겠는데 이유를 모르겠어요,2023-09-25 00:09:34,박석우,2
4,돈 계좌를 통해 나만의 주식버는 새 서비스,2023-08-15 07:29:49,김전준,0
4,감사합니다 사장님 안녕 👋 😄 🤗 난,2023-05-12 06:34:41,이제희,0
4,최근조회 목록이 전부 다 사라져 버리네요 예전엔 안그랬는데요 어플 초기화해도 마찬가지예요,2023-05-11 16:13:21,화이팅,1
4,앱 잘 이용하고 있습니다. 그런데 해외주식 잔고/손익란 현재가에 국내주식 잔고처럼 상승인지 히락인지 빨강 파랑으로 표시해 주시면 더 편할 것 같습니다.,2024-04-29 04:39:45,RAIN JYU,0
4,액중단으로 제거후 새로설치함,2023-11-14 03:10:40,김경한,0
4,없음,2023-08-16 16:17:18,김채현,0
4,1.글씨를 좀 많이 키워줄수 없나요? 스마트폰 앱인데요.. 터치하기 너무 힘들구.. 잘 안보여요~ 2.글구 다크모드가 있으면 좋겟어요,2024-05-05 23:49:33,sese,0
4,공모주 청약을 쉽게 할 수 있어서 좋아요,2023-11-03 06:26:10,김승환,1
4,야간모드 제발 만들어주세요 눈알 빠질거같아요 제발 좀,2024-01-30 16:43:28,1618 fb,1
4,좋은 앱 만들어주셔서 감사합니다. 추가적으로 아래 사항들도 개선에 반영해주시면 좋겠습니다. 1. 환전 메뉴에서 환전시에 우대환율이 몇퍼센트로 적용되는지 같이 표기되면 좋겠습니다 2. 상품 거래시에 매매수수료가 몇퍼센트로 적용되는지도 같이 표기되면 좋겠습니다 3. 이벤트수수료 적용 확인 메뉴에서도 적용되는 수치가 함께 표기되면 좋겠습니다,2024-03-14 03:48:26,Kim Julsoon,21
4,안녕하세요 야간에 화면 보기 눈이 아파요. 너무 하얗고 밝아서... 다크모드 화면 설정 기능은 없나요? 혹시 없으면 꼭 업글해주세요. 야간에 밤에 화면 보기 너무 힘들어요.,2024-02-14 23:13:00,Sky Gio,2
4,위젯설정이 안됩니다 관심종목이 클릭되지 않음.. 어떻게 설정해요?,2024-03-12 18:24:28,지니,0
4,좋아요,2023-08-29 00:37:08,최경일,0
4,잔고조회 스크롤없이 정렬 가능했으면 좋겠습니다,2023-06-21 01:24:36,강릉꿀맛TV,5
4,키움증권을 보면 검색식을 작성하고 본인이 작성한 지난 검색식의 성과를 볼수 있는 성과검증이라는것이있음.이 검색식이 얼마나 정확성이 있고 수익률이 좋은지 갈쳐주는데 엄청 유용한거 같음.삼성도 해 줬으면 좋겠는데요.,2023-06-13 23:27:05,James안,6
4,Isa계좌 1월에 만들었는데 cma 계좌로 바꾸고싶은데 가능할 가요,2024-02-20 04:24:21,잘살아보세석지니야,0
4,ㄴ도,2023-12-29 17:43:09,parkgiill법오,0
4,20달러 줘서 소수점 구매 했는데 0.3 달러 매수 안됨. 다시 수거해감ㅋㅋㅋㅋ무슨 이벤트를 이런식으로 하나요 거래 안한것도 아니고ㅠㅠ 그리고 즐겨찾기 메뉴 제가 원하는걸로 설정못하나요? 못찾는건지.없는건지..,2024-03-07 16:53:20,민지은,0
4,🍖,2023-08-26 10:54:02,sookja kim,0
4,"심플하고 직관적인 디자인은 타사보다 우월 하나, PVT지표 없음이 아쉬워요, 요즘 PVT를 넣어주는 회사(키움 KB 한국 등)가 늘어나고 있는추세 입니다. 끝",2024-02-24 02:06:02,노영우,1
3,안녕하세요... 최근조회 리스트 좀 리셋되지않게 해주세요... 종목 찾아놓으면 없어지고 또 찾아놓으면 없어지고....제발여 다른건 불편한 점 없습니다...,2023-10-25 22:35:54,홍삼형제,1
